key,libraries,routes,in_msnlib_v1_0
SMTQIJVUTJSTBZ,MCEDIV,parent;recorded,False
SMTVJJMWTZBCNH,ENAMDISC,parent;recorded,False
SMTXUTBDHFNSRN,ENAMMOL,parent;recorded,False
SMTZFNFIKUPEJC,MCEBIO;MCEDRUG,parent;recorded,True
SMTZUSYKUZIIFD,MCEDIV;MCESCAF,parent;recorded,True
SMUGAZNLKPFBSB,MCEBIO,parent;recorded,True
SMUHORDRKTZLBA,ENAMDISC,parent;recorded,False
SMUMBCREXHTKFN,NIHNP,parent;recorded,True
SMVCSRRMMCMVBR,ENAMMOL,parent;recorded,False
SMVCZAAQUUVPND,MCESCAF,parent;recorded,True
SMVGVESRENBUPQ,MCEDIV,parent;recorded,False
SMVZSPTUXANNGQ,NIHNP,parent;recorded,True
SMWADGDVGCZIGK,ENAMMOL,parent;recorded,False
SMWFAGHPUCEQLE,ENAMDISC,parent;recorded,False
SMWXIFTYKNGBOW,MCEDIV,parent;recorded,False
SMWYGCUNLDHTIF,ENAMDISC,parent;recorded,False
SMXXGXAIUZZAOV,MCEDIV,parent;recorded,False
SMYHHXCQVJLBKJ,ENAMDISC,parent;recorded,False
SMYVNUCSIRQQNT,OTAVAPEP,parent;recorded,True
SMZNETBEZTUFHT,ENAMDISC,parent;recorded,False
SMZPGBUHVREKKS,ENAMDISC,parent;recorded,False
SMZYCXAYGPGYRS,MCEBIO,parent;recorded,True
SNAWXATWOMPWHW,ENAMDISC,parent;recorded,False
SNBGDEQZDNBIGF,ENAMMOL,parent;recorded,False
SNBJBDKXSOFAFO,MCEDIV,parent;recorded,False
SNBLGCOHKAFSFI,MCEDIV,parent;recorded,False
SNBMCJOFSMEAOC,ENAMMOL,parent;recorded,False
SNBUBQHDYVFSQF,MCEBIO;MCEDRUG,parent;recorded,True
SNDFGUPYLWIDPI,MCEDIV,parent;recorded,False
SNDPFEDGFPXNIX,MCEBIO,parent;recorded,True
SNDPXSYFESPGGJ,MCEBIO,parent;recorded,True
SNDUCHUWRBJODI,MCEDIV,parent;recorded,False
SNDXNBICJATRDW,MCEDIV,parent;recorded,False
SNDXUZCJYYFCQP,ENAMMOL,parent;recorded,False
SNEAHXVJWJDZQP,OTAVAPEP,parent;recorded,True
SNEIUMQYRCDYCH,MCEBIO,parent;recorded,True
SNELFVXZGYBYPC,ENAMDISC,parent;recorded,False
SNENKEGYFXAGBA,ENAMDISC,parent;recorded,False
SNEQASFEVWLKOJ,MCEBIO,parent;recorded,True
SNEWOHRCVNRHCU,ENAMDISC,parent;recorded,False
SNFFBROYEDWRGB,TARGETMOL,parent;recorded,False
SNFOFYWKNXOTEW,ENAMDISC,parent;recorded,False
SNFRINMTRPQQLE,NIHNP,parent;recorded,True
SNFYYXUGUBUECJ,MCEBIO,parent;recorded,True
SNFZDNZNBTYQGT,MCEDIV,parent;recorded,False
SNGHLUWTFLYPMT,NIHNP,parent;recorded,True
SNGXFEAVVHFURX,ENAMDISC,parent;recorded,False
SNGXZMTVXHIFHY,MCEDIV,parent;recorded,False
SNHCRNMVYDHVDT,MCEBIO,parent;recorded,True
SNHCUJCZUSSJKD,ENAMDISC,parent;recorded,False
SNHCYVGJJIKKNG,ENAMMOL,parent;recorded,False
SNHDLACGJODJKN,MCEDIV,parent;recorded,False
SNHHNSYHHZKDHU,MCEDIV,parent;recorded,False
SNHJEFNEGQYOSU,MCEDIV,parent;recorded,False
SNHRLVCMMWUAJD,MCEDRUG,parent;recorded,False
SNHZFGYSSACCIN,ENAMDISC,parent;recorded,False
SNIDXYTWBIGSML,ENAMDISC,parent;recorded,False
SNIJGWUWPJMZRW,ENAMDISC,parent;recorded,False
SNIJJDOFXHTRLC,ENAMMOL,parent;recorded,False
SNIRDYBRRSPIOS,MCEDIV,parent;recorded,False
SNJBKDGQCZIBKZ,MCEDIV,parent;recorded,False
SNKAWJBJQDLSFF,TARGETMOL,parent;recorded,False
SNKDVNBPZDQXFR,MCEDIV;MCESCAF,parent;recorded,True
SNKFFCBZYFGCQN,MCEBIO;NIHNP;TARGETMOL,parent;recorded,True
SNKHZTUIZXPMRN,OTAVAPEP,parent;recorded,True
SNKJXPRJQPLJCW,MCEDIV,parent;recorded,False
SNKNQSBAOHNRKD,MCEDIV,parent;recorded,False
SNKZJIOFVMKAOJ,MCEBIO,parent;recorded,True
SNLDWUUFDHNNLW,MCEDIV,parent;recorded,False
SNLMOXFUCILIPL,ENAMMOL,parent;recorded,False
SNLRDRSLPRZTIZ,MCEDIV;MCESCAF,parent;recorded,True
SNLUOSCVBLLTAF,MCEDIV,parent;recorded,False
SNLZAYQNRUSNFG,MCEDIV,parent;recorded,False
SNMCWIDCSPHZRD,MCEBIO,parent;recorded,True
SNMGCHVOXFNCCF,NIHNP,parent;recorded,True
SNNJASGKXAMIRC,ENAMDISC,parent;recorded,False
SNNJKUFKIVOEJM,MCEDIV,parent;recorded,False
SNNKEQXXSTZBPS,ENAMMOL,parent;recorded,False
SNNPCBUTZLOVAW,MCEDIV,parent;recorded,False
SNPBVNJQEFCNCZ,ENAMDISC,parent;recorded,False
SNPCOSNUOZWXGX,OTAVAPEP,parent;recorded,True
SNPLKNRPJHDVJA,MCEBIO;MCEDRUG,parent;recorded,True
SNPLMVPSNBYOIS,MCEDIV,parent;recorded,False
SNPPEHMSSOEYDH,MCEBIO,parent;recorded,True
SNPUUTQIPHTWGL,NIHNP,parent;recorded,True
SNPYECTYOBLCAI,MCEDIV,parent;recorded,False
SNQHAQGRGDHJFK,ENAMMOL,parent;recorded,False
SNQIOWXZSAAIRD,ENAMMOL,parent;recorded,False
SNRBRGWGFGRPSY,ENAMMOL,parent;recorded,False
SNRSRGRUXRDKHD,MCEDIV,parent;recorded,False
SNRUTMWCDZHKKM,MCEBIO,parent;recorded,True
SNSCTRWPGBQXRD,OTAVAPEP,parent;recorded,True
SNSSRHIDWSFSRA,ENAMDISC,parent;recorded,False
SNSSWUPRLLYLCA,MCEDIV,parent;recorded,False
SNTKPJXZHJBXGT,MCEDIV,parent;recorded,False
SNTQPLDRUZOSDP,MCEBIO,parent;recorded,True
SNTXYQHHAPIIPM,ENAMDISC,parent;recorded,False
SNUBUODHRUNYSZ,MCEDIV,parent;recorded,False
SNUDIPVBUUXCDG,MCEBIO;MCEDRUG,parent;recorded,True
SNULWTBELIWOTA,MCEDIV,parent;recorded,False
SNUNBRIKDIFWNF,MCEDIV,parent;recorded,False
SNUNRNLGUCRYRU,ENAMMOL,parent;recorded,False
SNUQPUBDASBJCV,MCEDIV,parent;recorded,False
SNVFDPHQAOXWJZ,MCEBIO,parent;recorded,True
SNVUXBZBRGCJKX,ENAMDISC,parent;recorded,False
SNWATFVBWAQZGP,ENAMMOL,parent;recorded,False
SNWJLCQZAPZMQO,MCEDIV;MCESCAF,parent;recorded,True
SNWMTZQYDOHAAB,ENAMDISC,parent;recorded,False
SNWQKAWITMVCQW,MCEBIO;MCEDRUG,parent;recorded,True
SNWRLFUAAVAUGQ,ENAMMOL,parent;recorded,False
SNWWUSJRPUSILC,MCEDIV,parent;recorded,False
SNXFLJOCPQDBKY,MCEDIV,parent;recorded,False
SNXQRCLKDHNACJ,MCEDIV,parent;recorded,False
SNZAKZXQSDXCMW,MCEDIV,parent;recorded,False
SNZHHFHFCLIISK,TARGETMOL,parent;recorded,False
SNZHVLUQMJWWPN,NIHNP,parent;recorded,True
SNZSFWOSJFUAFS,MCEDIV,parent;recorded,False
SNZZAHRDXCGWEM,NIHNP,parent;recorded,True
SNZZVNUXVLUKFK,ENAMDISC,parent;recorded,False
SOAMCCSEKSKSMW,MCEDIV,parent;recorded,False
SOAMGFZTHXSKKN,ENAMDISC,parent;recorded,False
SOAUZZMLEITFSN,ENAMDISC,parent;recorded,False
SOBVGSPRQROGBK,ENAMDISC,parent;recorded,False
SOCMTMNWGCJGLA,ENAMMOL,parent;recorded,False
SODMNBKCNORICH,ENAMDISC,parent;recorded,False
SOEDEYVDCDYMMH,MCEBIO;NIHNP,parent;recorded,True
SOENAMHZJTXLPC,MCEDIV;MCESCAF,parent;recorded,True
SOFBNKCNSGUFDI,ENAMDISC,parent;recorded,False
SOFDBWMASHNSBN,MCESCAF,parent;recorded,True
SOFLWMYCWQWHDL,MCEDIV,parent;recorded,False
SOFXUHJECJDJQP,MCEDIV,parent;recorded,False
SOGDADPQKUBYGH,MCESCAF,parent;recorded,True
SOGNHUJSAKAIRG,ENAMMOL,parent;recorded,False
SOGONHOGEFLVPE,TARGETMOL,parent;recorded,False
SOHBTEQKNABZAP,ENAMDISC,parent;recorded,False
SOHFPMDLJYDBLD,ENAMMOL,parent;recorded,False
SOHLZANWVLCPHK,OTAVAPEP,parent;recorded,True
SOHWICNUESEUAR,ENAMMOL,parent;recorded,False
SOIKFRVPSFTGTC,ENAMMOL,parent;recorded,False
SOIWDXMTWJTPQW,MCEDIV,parent;recorded,False
SOIZAFVNIXAZFQ,MCEBIO,parent;recorded,True
SOJDTNUCCXWTMG,MCEBIO,parent;recorded,True
SOJQWWHDSGYUCB,ENAMDISC,parent;recorded,False
SOJUSNIBPPMLCC,MCEBIO,parent;recorded,True
SOKBOENXKNZLSO,MCEBIO,parent;recorded,True
SOKXYOBQBBFXOE,ENAMMOL,parent;recorded,False
SOKZEBDZQLXELO,MCEDIV,parent;recorded,False
SOLICHUQXFAOEP,MCEBIO,parent;recorded,True
SOLIIYNRSAWTSQ,MCEBIO,parent;recorded,True
SOLUWJRYJLAZCX,MCEBIO;MCEDRUG,parent;recorded,True
SOLWETWNPWWTPC,NIHNP,parent;recorded,True
SOMABIBERHUHJY,MCEDIV;MCESCAF,parent;recorded,True
SOMDRYMPGCDKMO,ENAMDISC,parent;recorded,False
SOMUWJUNXIDVRI,MCEDIV,parent;recorded,False
SOMYPLZGNAZOPS,MCEDIV,parent;recorded,False
SONJWXZVJLHTOW,MCESCAF,parent;recorded,True
SONNWYBIRXJNDC,MCEBIO;MCEDRUG,parent;recorded,True
SONOHJNKSOBNKY,ENAMMOL,parent;recorded,False
SONWFYPZGJYMER,MCEDIV,parent;recorded,False
SOOAYCZAIBPGNW,MCEDIV,parent;recorded,False
SOOOWWAEINJSLJ,MCESCAF,parent;recorded,True
SOOVFPVCUFPTBH,MCEDIV,parent;recorded,False
SOOVMLNBEBDSMV,NIHNP,parent;recorded,True
SOOVQGNQMYECIU,MCEDIV,parent;recorded,False
SOPMQZMTFZYUJT,MCEDIV,parent;recorded,False
SOPPBXUYQGUQHE,MCEBIO,parent;recorded,True
SOPVQGCZAWJHCX,NIHNP,parent;recorded,True
SOQIJMKIUXXIGY,ENAMDISC,parent;recorded,False
SORGYXWMVQZLOC,MCESCAF,parent;recorded,True
SOROAZBMJPANRV,ENAMDISC,parent;recorded,False
SOROIESOUPGGFO,MCEBIO,parent;recorded,True
SORUXVRKWOHYEO,MCEBIO;TARGETMOL,parent;recorded,True
SORXLSDPXGDWIA,MCEDIV,parent;recorded,False
SORYERHBQFTRIK,NIHNP,parent;recorded,True
SOSLMHZOJATCCP,NIHNP,parent;recorded,True
SOTCXJMWNTYDIP,ENAMDISC,parent;recorded,False
SOTPSPKHJQNXDS,MCESCAF,parent;recorded,True
SOUMPYPYGPHCKZ,ENAMDISC,parent;recorded,False
SOUYGWPHYSDPCD,MCEDIV,parent;recorded,False
SOVNCTNQAWWYAQ,MCEBIO;TARGETMOL,parent;recorded,True
SOVOCMGDFRGRKF,TARGETMOL,parent;recorded,False
SOVUOXKZCCAWOJ,MCEBIO;MCEDRUG,parent;recorded,True
SOWNOUBHZVVYCI,ENAMDISC,parent;recorded,False
SOWVVQCHPBVCQO,MCEDIV,parent;recorded,False
SOWZPGNZYPJHSG,ENAMDISC,parent;recorded,False
SOXNXEBYFXTZCZ,ENAMDISC,parent;recorded,False
SOXPFEFYLYACFN,ENAMDISC,parent;recorded,False
SOXUSBQFIOBYJU,TARGETMOL,parent;recorded,False
SOXXAFVUSIMAGB,NIHNP,parent;recorded,True
SOXZYAZYYGIJRG,MCESCAF,parent;recorded,True
SOYCFODXNRVBTI,MCEBIO,parent;recorded,True
SOYCMDCMZDHQFP,MCEBIO;MCEDRUG,parent;recorded,True
SOYKEARSMXGVTM,MCEBIO;MCEDRUG,parent;recorded,True
SOZKXYHVGLUENL,ENAMDISC,parent;recorded,False
SOZSSCDTBMFFHX,MCESCAF,parent;recorded,True
SPAMGCBCCLOXDY,MCEDIV,parent;recorded,False
SPAOQMDWHWSIOV,NIHNP,parent;recorded,True
SPAVLMCTNRQUJJ,MCEDIV,parent;recorded,False
SPAXNJIICQQOOR,ENAMDISC,parent;recorded,False
SPAYLOCXFWJEBL,MCEBIO,parent;recorded,True
SPBCRTZCVHEBTB,TARGETMOL,parent;recorded,False
SPBGRXOPAXZSER,MCEBIO,parent;recorded,True
SPBXWJDPBCKFJW,ENAMMOL,parent;recorded,False
SPCQADAHAKCPIJ,MCEDIV,parent;recorded,False
SPCZBNMMRWGTGX,MCEDIV,parent;recorded,False
SPDCARFFFIOHGI,MCEDIV,parent;recorded,False
SPDCQEIQMVGRPD,MCEDIV,parent;recorded,False
SPDFMQWECLXVPT,MCEDIV,parent;recorded,False
SPDGUUVQJNTVQO,MCEDIV,parent;recorded,False
SPDJLNKEEQNBFA,MCEDIV,parent;recorded,False
SPDQRCUBFSRAFI,MCEBIO,parent;recorded,True
SPDSATVYCNUAAY,MCEDIV,parent;recorded,False
SPEGERVLTUWZPA,MCEBIO,parent;recorded,True
SPEPDFHNEUSSJC,MCEDIV,parent;recorded,False
SPFHJSBDNDUMGA,ENAMDISC,parent;recorded,False
SPFOGSBZYBBICM,MCEDIV,parent;recorded,False
SPFPHJDCEYBVOW,MCEDIV,parent;recorded,False
SPFYMRJSYKOXGV,MCEBIO,parent;recorded,True
SPGQYXUGJXYMEJ,ENAMDISC,parent;recorded,False
SPGWDSRXEQHWPK,MCEDIV;MCESCAF,parent;recorded,True
SPGWYVCFRNFVAF,ENAMDISC,parent;recorded,False
SPHALTLUYHKHQA,MCEDIV,parent;recorded,False
SPHBZHTVZISMDQ,MCEDIV,parent;recorded,False
SPHLZUSUJGPKPM,OTAVAPEP,parent;recorded,True
SPHRPVTZOZQFCL,MCEDIV,parent;recorded,False
SPHTZYJNNGZIDR,MCEDIV,parent;recorded,False
SPHWHUUORWKFGS,MCEDIV,parent;recorded,False
SPIIDRMCTHYLNE,MCEDIV,parent;recorded,False
SPINTMNNDFCYLU,ENAMDISC,parent;recorded,False
SPIUTQOUKAMGCX,MCEBIO;MCEDRUG,parent;recorded,True
SPKVJABITCTUGZ,ENAMDISC,parent;recorded,False
SPLAIZWALPYRND,ENAMDISC,parent;recorded,False
SPLWEBCYFXCBOG,MCEDIV,parent;recorded,False
SPMCERTYCDXUCE,ENAMDISC,parent;recorded,False
SPMLEQUEEPDDPQ,MCEDIV,parent;recorded,False
SPMVMDHWKHCIDT,MCEBIO;MCEDRUG,parent;recorded,True
SPNBFNYFHQPRQB,MCEDIV,parent;recorded,False
SPNFIZUVZRKIQZ,ENAMMOL,parent;recorded,False
SPNFRQDQOJKTSQ,NIHNP,parent;recorded,True
SPNHERRHNGSURP,MCEDIV,parent;recorded,False
SPNLQHQUMYYRHB,ENAMMOL,parent;recorded,False
SPOAVFOKSZPUQS,NIHNP,parent;recorded,True
SPOIYSFQOFYOFZ,MCEBIO,parent;recorded,True
SPOUIPXPJDOZMY,MCEDIV,parent;recorded,False
SPPFQIQTLPKYCC,ENAMDISC,parent;recorded,False
SPPIREIQKMIBFU,MCEDIV,parent;recorded,False
SPPOKYBBPSEMOR,MCEDIV,parent;recorded,False
SPPTWHFVYKCNNK,MCEBIO;MCEDRUG,parent;recorded,True
SPPYHEUQJYKKII,NIHNP,parent;recorded,True
SPPYJDVOHPZWSD,MCEDIV,parent;recorded,False
SPPZAOFLFGQFKC,ENAMDISC,parent;recorded,False
SPQSDZGDSUHSKW,MCEDIV,parent;recorded,False
SPRLKEUBEQKKLY,MCEDIV,parent;recorded,False
SPSLWYHBBWMUQH,MCEDIV;MCESCAF,parent;recorded,True
SPSNKQVUYDXOGY,MCEBIO,parent;recorded,True
SPSVAVSGQQXEKN,ENAMDISC,parent;recorded,False
SPSVXKCRZBHPJN,NIHNP,parent;recorded,True
SPSYWCNATOUHJM,ENAMMOL,parent;recorded,False
SPSZETLGABJLDW,ENAMDISC,parent;recorded,False
SPTAQNKMODKVBM,MCEDIV;MCESCAF,parent;recorded,True
SPTKIADOTULMPI,ENAMDISC,parent;recorded,False
SPTSXIQDHMOIOD,ENAMMOL,parent;recorded,False
SPUFFVZWCZRHEN,ENAMDISC,parent;recorded,False
SPVPCMBJTJSVDO,ENAMDISC,parent;recorded,False
SPWALZPBOHMQGX,OTAVAPEP,parent;recorded,True
SPWHQAUMLDQOFU,NIHNP,parent;recorded,True
SPWPYULTBZMJEX,ENAMDISC,parent;recorded,False
SPWSOVSCRHDABQ,MCESCAF,parent;recorded,True
SPWSUFUPTSJWNG,NIHNP,parent;recorded,True
SPWZDQUIUXNYBL,ENAMMOL,parent;recorded,False
SPXBBOSHJBXQGM,MCESCAF,parent;recorded,True
SPXBMEKMIPOEMC,MCEBIO,parent;recorded,True
SPXUBSVJBSQGAQ,MCESCAF,parent;recorded,True
SPYIETQLOVDJCF,MCEBIO,parent;recorded,True
SPYJSKIQMYRHCV,OTAVAPEP,parent;recorded,True
SPYMEBPPJNXWPE,MCESCAF,parent;recorded,True
SPYMMXZEFUXJDU,ENAMDISC,parent;recorded,False
SPYSWTOTYSJXHH,MCEDIV,parent;recorded,False
SPYWSNQZZHKFOA,ENAMMOL,parent;recorded,False
SPYXXMDMUTZTDO,ENAMDISC,parent;recorded,False
SPZLAEBRGKIAMX,MCESCAF,parent;recorded,True
SPZQOGMHBFODOY,MCEDIV,parent;recorded,False
SQABAJVGOHFPOK,ENAMDISC,parent;recorded,False
SQAFTVHFKKDJMK,MCEDIV,parent;recorded,False
SQAGQOUJJPMYQR,MCESCAF,parent;recorded,True
SQATUCPWXYLSPD,MCESCAF,parent;recorded,True
SQBFBXIYWXUEJN,MCEDIV,parent;recorded,False
SQBOFXXQIARXHW,MCEDIV,parent;recorded,False
SQBUDULXKJVYTG,ENAMDISC,parent;recorded,False
SQCOJUAEXWWWNL,ENAMDISC,parent;recorded,False
SQDFZLATUGBWEF,MCEDIV,parent;recorded,False
SQDRDGDXMKZJDT,ENAMMOL,parent;recorded,False
SQDUHNNBULODLI,MCEDIV;MCESCAF,parent;recorded,True
SQEKYRZFMUZJMQ,MCEDIV,parent;recorded,False
SQELDSVQNUTHTR,MCEDIV,parent;recorded,False
SQEOMGOYJYJCKN,ENAMDISC,parent;recorded,False
SQEVQBDXGVGKJH,MCEDIV,parent;recorded,False
SQEWQMPDYGBHLV,MCEDIV,parent;recorded,False
SQFPEVWPSMPQOE,ENAMMOL,parent;recorded,False
SQFSKOYWJBQGKQ,MCEBIO,parent;recorded,True
SQFVGVQJQQHFIE,MCEDIV,parent;recorded,False
SQFZEUBCWWUABH,ENAMDISC,parent;recorded,False
SQGPQAYUWMMAID,MCEDIV,parent;recorded,False
SQGQQQZBKYMJIN,MCEDIV,parent;recorded,False
SQGYGJYLBBNULC,MCEDIV,parent;recorded,False
SQHMXFKTFTZAGF,MCEDIV,parent;recorded,False
SQHTZSLPFIQMAT,MCEDIV;MCESCAF,parent;recorded,True
SQHUMYNHSVRICL,MCEDIV,parent;recorded,False
SQHXKHLXBSOGRX,MCEDIV,parent;recorded,False
SQIIXZDMNCBKKY,ENAMDISC,parent;recorded,False
SQIPHRUWGVEURV,MCESCAF,parent;recorded,True
SQIQIYYPWAELAC,ENAMMOL,parent;recorded,False
SQIVJPSKVPIGBD,MCEDIV,parent;recorded,False
SQIVTWLSGVADHF,MCEDIV,parent;recorded,False
SQIYFZCKECZXTB,MCEDIV;MCESCAF,parent;recorded,True
SQJAPOOCXKIJSB,ENAMDISC,parent;recorded,False
SQKIQYCWGXDRBY,MCEDIV,parent;recorded,False
SQKPHECGTGXVQW,TARGETMOL,parent;recorded,False
SQKUFYLUXROIFM,MCEBIO;MCEDRUG,parent;recorded,True
SQKXYSGRELMAAU,MCEBIO;MCEDRUG,parent;recorded,True
SQLZMYBFTVCTMQ,ENAMMOL,parent;recorded,False
SQMGCPHFHQGPIF,MCEBIO,parent;recorded,True
SQMQJSUDPSWHMR,MCEDIV,parent;recorded,False
SQMWSBKSHWARHU,MCEBIO,parent;recorded,True
SQNLCRBCTQAVBF,MCESCAF,parent;recorded,True
SQOCEMCKYDVLMM,MCEBIO,parent;recorded,True
SQOFSIXYJGPNKV,MCEBIO,parent;recorded,True
SQOHFXHSPPSQCC,MCEDIV;MCESCAF,parent;recorded,True
SQOJOAFXDQDRGF,MCEBIO;NIHNP,parent;recorded,True
SQOMHRVJMSJDFB,MCEDIV,parent;recorded,False
SQOPDKUJMANOTR,MCEDIV,parent;recorded,False
SQOPMDVVYHBNFC,MCESCAF,parent;recorded,True
SQOPSWGOYYFIGA,ENAMMOL,parent;recorded,False
SQPAETCAGFKPTK,OTAVAPEP,parent;recorded,True
SQPFUFBWIOSNBH,ENAMDISC,parent;recorded,False
SQPYKOKJWNDWRA,MCEDIV,parent;recorded,False
SQPYSPAOTDVCMX,MCESCAF,parent;recorded,True
SQQGVYRRWWHLNA,MCEDIV;MCESCAF,parent;recorded,True
SQQMPGGIHNEFGJ,ENAMDISC,parent;recorded,False
SQRRUHFHYXAIAF,ENAMMOL,parent;recorded,False
SQRZXCQITBKZOW,ENAMDISC,parent;recorded,False
SQSRYWNOKPJENY,NIHNP,parent;recorded,True
SQSUXYQIKYWRGJ,ENAMDISC,parent;recorded,False
SQSVKGCKTUPPME,MCEDIV,parent;recorded,False
SQSYNRCXIZHKAI,ENAMMOL,parent;recorded,False
SQSZANZGUXWJEA,MCEBIO,parent;recorded,True
SQSZKWAIMQPICK,ENAMDISC,parent;recorded,False
SQTROTDDHMJWEM,ENAMDISC,parent;recorded,False
SQTSPANZQDCPLB,MCEBIO,parent;recorded,True
SQTSPIMCWRYNFT,NIHNP,parent;recorded,True
SQTXFVFERFCQPA,MCEDIV;MCESCAF,parent;recorded,True
SQUCNGYMQWVUTM,MCEDIV;MCESCAF,parent;recorded,True
SQUGJJIRURMMSN,MCESCAF,parent;recorded,True
SQUMLTGCUWVMKR,ENAMDISC,parent;recorded,False
SQUNAWUMZGQQJD,MCEBIO;MCEDRUG,parent;recorded,True
SQUSSQHYJYXURV,NIHNP,parent;recorded,True
SQUXXEGKLDPXBR,ENAMDISC,parent;recorded,False
SQVADLRXQKBURR,MCEDIV,parent;recorded,False
SQVRNKJHWKZAKO,MCEBIO;TARGETMOL,parent;recorded,True
SQVWAFNWFNAQLX,MCEDIV,parent;recorded,False
SQVXWIUVAILQRH,TARGETMOL,parent;recorded,False
SQWBZFYIBXSVHK,MCEDIV,parent;recorded,False
SQWUWFHDMDYODH,MCEDIV,parent;recorded,False
SQWXBKXXQHGGAX,MCEDIV,parent;recorded,False
SQWYXZIVDLNHBZ,MCEDIV,parent;recorded,False
SQWZFLMPDUSYGV,MCEBIO,parent;recorded,True
SQXHEMMLVIATFA,OTAVAPEP,parent;recorded,True
SQXYWXKVGFUZQH,ENAMDISC,parent;recorded,False
SQZCQOLEMKWIBA,MCEDIV,parent;recorded,False
SQZJGTOZFRNWCX,MCEBIO,parent;recorded,True
SRADCMOCDMFMPS,MCEBIO,parent;recorded,True
SRAIDDPEFUQXCG,ENAMDISC,parent;recorded,False
SRAIFTUXGQYPDE,MCEDIV;MCESCAF,parent;recorded,True
SRAOFXOEGHQVQC,ENAMDISC,parent;recorded,False
SRBFZHDQGSBBOR,MCEBIO;TARGETMOL,parent;recorded,True
SRBIYQBIZXBGSS,MCEDIV,parent;recorded,False
SRBJWIBAMIKCMV,MCEBIO,parent;recorded,True
SRBZOJLKDWMFCV,MCEDIV,parent;recorded,False
SRCONCNZRSKGKM,MCEDIV,parent;recorded,False
SRCQZXKIIGEMJS,ENAMDISC,parent;recorded,False
SRDGSXVLAVRBLU,MCEBIO,parent;recorded,True
SRDIGHLCXDRFQS,MCEDIV;MCESCAF,parent;recorded,True
SRDNLMOBFKJOSD,TARGETMOL,parent;recorded,False
SRDRJVFQIBIFQW,MCEDIV,parent;recorded,False
SREAZBALQIYSLV,MCEDIV,parent;recorded,False
SREQCELZEYRPMT,ENAMDISC,parent;recorded,False
SRESGMGWGISCSM,MCEDIV,parent;recorded,False
SREUSBYRKOPNJK,TARGETMOL,parent;recorded,False
SRFABRWQVPCPRG,MCEBIO,parent;recorded,True
SRFIEMJJNZPGMX,MCEDIV,parent;recorded,False
SRFRFWXSQREKOO,MCEDIV,parent;recorded,False
SRFWIYLEHUULCU,ENAMMOL,parent;recorded,False
SRGOJUDAJKUDAZ,ENAMMOL,parent;recorded,False
SRHNOGZIXICHOU,ENAMMOL,parent;recorded,False
SRJCDNAGVNYRJM,MCEDIV,parent;recorded,False
SRJJSQJUSZUBLZ,ENAMDISC,parent;recorded,False
SRJQTHAZUNRMPR,TARGETMOL,parent;recorded,False
SRKAYPNQWBNHTG,ENAMMOL,parent;recorded,False
SRKDUHUULIWXFT,MCEDIV,parent;recorded,False
SRKQWHHXEQFHCC,MCEDIV,parent;recorded,False
SRLFQQGZFSJSSO,MCEDIV,parent;recorded,False
SRLVNYDXMUGOFI,MCEBIO,parent;recorded,True
SRNHMYYTLPXDJM,ENAMDISC,parent;recorded,False
SRNPMQHYWVKBAV,TARGETMOL,parent;recorded,False
SRNQPYBWRIETFQ,MCEBIO,parent;recorded,True
SRNUQORMNZLVIH,MCEDIV,parent;recorded,False
SROPGFFLPSJEKT,MCEDIV;MCESCAF,parent;recorded,True
SRPHMISUTWFFKJ,NIHNP,parent;recorded,True
SRPNQDXRVRCTNK,MCEBIO,parent;recorded,True
SRPXSILJHWNFMK,MCEBIO,parent;recorded,True
SRQGZXCRGDNGMW,ENAMMOL,parent;recorded,False
SRQKTCXJCCHINN,MCEBIO;MCEDRUG,parent;recorded,True
SRQYLNYQAPCPIR,MCEBIO,parent;recorded,True
SRRHCOFWZOVDTP,ENAMDISC,parent;recorded,False
SRRHUFWTEUBWGC,ENAMDISC,parent;recorded,False
SRRJAGLZIOVNGV,MCEDIV,parent;recorded,False
SRRMHZDWSSOJFG,MCEDIV,parent;recorded,False
SRRVSTGNLNQLSB,ENAMDISC,parent;recorded,False
SRSGVKWWVXWSJT,MCEBIO;MCEDRUG,parent;recorded,True
SRUGSJSHSFHDDP,ENAMDISC,parent;recorded,False
SRUILBLGVMJFPG,NIHNP,parent;recorded,True
SRUISGSHWFJION,MCEBIO,parent;recorded,True
SRUJDCUINWLEBQ,ENAMMOL,parent;recorded,False
SRUKFVRZMHRSBK,MCEDIV,parent;recorded,False
SRUZEJRSVQBMAC,OTAVAPEP,parent;recorded,True
SRVFFFJZQVENJC,MCEBIO,parent;recorded,True
SRVJKTDHMYAMHA,MCEBIO,parent;recorded,True
SRVOGROSMSIRRZ,ENAMDISC,parent;recorded,False
SRVSXAOHCVYZSJ,MCEDIV,parent;recorded,False
SRVTWTWNNPCSSX,MCEDIV,parent;recorded,False
SRWIKMXYWZSPJL,NIHNP,parent;recorded,True
SRWMMHORNSDDHB,ENAMDISC,parent;recorded,False
SRXAMHQPIMHYJD,ENAMDISC,parent;recorded,False
SRXMDJAJYRFJRN,MCEDIV,parent;recorded,False
SRXNZBIOGZNYEO,MCEDIV,parent;recorded,False
SRXSKSFFMPPQEU,ENAMMOL,parent;recorded,False
SRYTYMJSRISDJH,MCEDIV;MCESCAF,parent;recorded,True
SRYWCWCLRDHKTM,MCEDIV,parent;recorded,False
SRZNHPXWXCNNDU,MCEBIO;MCEDRUG,parent;recorded,True
