DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID1037197,Captopril,62571-86-2,FAKRSMQSSFJEIM-RQJHMYQMSA-N,1-[(2S)-2-Methyl-3-sulfanylpropanoyl]-L-proline,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)/t6-,7+/m1/s1",C9H15NO3S,217.28,217.0772645,47,9751,184,9
DTXSID1038743,5-Methyl-1H-benzotriazole,136-85-6,LRUDIIUSNGCQKF-UHFFFAOYSA-N,5-Methyl-1H-benzotriazole,CC1=CC2=C(NN=N2)C=C1,"InChI=1S/C7H7N3/c1-5-2-3-6-7(4-5)9-10-8-6/h2-4H,1H3,(H,8,9,10)",C7H7N3,133.154,133.0639972,50,-,107,11
DTXSID1040295,Propamocarb,24579-73-5,WZZLDXDUQPOXNW-UHFFFAOYSA-N,Propyl [3-(dimethylamino)propyl]carbamate,CCCOC(=O)NCCCN(C)C,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",C9H20N2O2,188.271,188.1524779,55,13,46,19
DTXSID1040372,Epoxiconazole,133855-98-8,ZMYFCFLJBGAQRS-UHFFFAOYSA-N,"1-{[3-(2-Chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl}-1H-1,2,4-triazole",FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1,"InChI=1/C17H13ClFN3O/c18-15-4-2-1-3-14(15)16-17(23-16,9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,16H,9H2",C17H13ClFN3O,329.76,329.0731179,59,56,35,49
DTXSID1040451,Creatine,57-00-1,CVSVTCORWBXHQV-UHFFFAOYSA-N,N-Carbamimidoyl-N-methylglycine,CN(CC(O)=O)C(N)=N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",C4H9N3O2,131.135,131.0694765,43,8598,99,112
DTXSID1041134,Sunitinib,557795-19-4,WZIXOZNAMZUGQS-ATVHPVEESA-N,"N-[2-(Diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-2,4-dimethyl-3H-pyrrole-3-carboxamide",CCN(CC)CCNC(=O)C1C(C)=NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C,"InChI=1/C22H27FN4O2/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28/h7-8,11-12,20H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28)/b17-12-",C22H27FN4O2,398.482,398.2118043,18,2611,5,5
DTXSID1042077,Isoproturon,34123-59-6,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,"N,N-Dimethyl-N'-[4-(propan-2-yl)phenyl]urea",CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,"InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)",C12H18N2O,206.289,206.1419132,60,254,69,21
DTXSID1042281,Phenylpyruvic acid,156-06-9,BTNMPGBKDVTSJY-UHFFFAOYSA-N,2-Oxo-3-phenylpropanoic acid,OC(=O)C(=O)CC1=CC=CC=C1,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",C9H8O3,164.16,164.0473441,42,275,101,6
DTXSID1042445,Terbumeton,33693-04-8,BCQMBFHBDZVHKU-UHFFFAOYSA-N,"N~2~-tert-Butyl-N~4~-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",CCNC1=NC(OC)=NC(NC(C)(C)C)=N1,"InChI=1S/C10H19N5O/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)",C10H19N5O,225.296,225.1589603,53,3,31,13
DTXSID1042574,Sulpiride,15676-16-1,BGRJTUBHPOOWDU-UHFFFAOYSA-N,N-[(1-Ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,"InChI=1/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)",C15H23N3O4S,341.43,341.1409274,55,3786,139,8
DTXSID1043833,Levobunolol,47141-42-4,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,"5-[(2S)-3-(tert-Butylamino)-2-hydroxypropoxy]-3,4-dihydronaphthalen-1(2H)-one",CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,"InChI=1S/C17H25NO3/c1-17(2,3)18-10-12(19)11-21-16-9-5-6-13-14(16)7-4-8-15(13)20/h5-6,9,12,18-19H,4,7-8,10-11H2,1-3H3/t12-/m0/s1",C17H25NO3,291.391,291.1834437,22,241,60,11
DTXSID1043835,Oxprenolol,6452-71-7,CEMAWMOMDPGJMB-UHFFFAOYSA-N,1-[(Propan-2-yl)amino]-3-{2-[(prop-2-en-1-yl)oxy]phenoxy}propan-2-ol,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,"InChI=1/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3",C15H23NO3,265.353,265.1677936,31,1002,55,15
DTXSID1043881,Imipramine,50-49-7,BCGWQEUPMDMJNV-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine",CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",C19H24N2,280.415,280.1939488,56,9712,122,13
DTXSID1043883,Tetracaine,94-24-6,GKCBAIGFKIBETG-UHFFFAOYSA-N,2-(Dimethylamino)ethyl 4-(butylamino)benzoate,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,"InChI=1S/C15H24N2O2/c1-4-5-10-16-14-8-6-13(7-9-14)15(18)19-12-11-17(2)3/h6-9,16H,4-5,10-12H2,1-3H3",C15H24N2O2,264.369,264.183778,31,2531,128,9
DTXSID1044013,Dihydroergocornine,25447-65-8,SEALOBQTUQIVGU-QNIJNHAOSA-N,"(5'alpha,10alpha)-12'-Hydroxy-3',6',18-trioxo-2',5'-di(propan-2-yl)-9,10-dihydroergotaman",CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,"InChI=1S/C31H41N5O5/c1-16(2)26-28(38)35-11-7-10-24(35)31(40)36(26)29(39)30(41-31,17(3)4)33-27(37)19-12-21-20-8-6-9-22-25(20)18(14-32-22)13-23(21)34(5)15-19/h6,8-9,14,16-17,19,21,23-24,26,32,40H,7,10-13,15H2,1-5H3,(H,33,37)/t19-,21-,23-,24+,26+,30-,31+/m1/s1",C31H41N5O5,563.699,563.3107694,13,31,34,-
DTXSID1044144,Pralidoxime,6735-59-7,JBKPUQTUERUYQE-UHFFFAOYSA-O,2-[(E)-(Hydroxyimino)methyl]-1-methylpyridin-1-ium,C[N+]1=CC=CC=C1\C=N\O,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",C7H9N2O,137.161,137.0709393,20,574,56,4
DTXSID1044196,Desloratadine,100643-71-8,JAUOIFJMECXRGI-UHFFFAOYSA-N,"8-Chloro-11-(piperidin-4-ylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine",ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",C19H19ClN2,310.83,310.1236763,38,347,114,12
DTXSID1044223,Ezetimibe,163222-33-1,OLNTVTPDXPETLC-XPWALMASSA-N,"(3R,4S)-1-(4-Fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one",O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2/t21-,22+,23-/m1/s1",C24H21F2NO3,409.433,409.1489499,30,-,111,11
DTXSID1045033,Minocycline,10118-90-8,DYKFCLLONBREIL-KVUCHLLUSA-N,"(4S,4aS,5aR,12aS)-4,7-Bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27,29-30,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1",C23H27N3O7,457.483,457.1849002,47,4971,148,11
DTXSID1045116,Domperidone,57808-66-9,FGXWKSZFVQUSTL-UHFFFAOYSA-N,"5-Chloro-1-{1-[3-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)propyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one",ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",C22H24ClN5O2,425.92,425.1618527,46,1646,171,12
DTXSID1045166,Lidocaine,137-58-6,NNJVILVZKWQKPM-UHFFFAOYSA-N,"N-(2,6-Dimethylphenyl)-N~2~,N~2~-diethylglycinamide",CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",C14H22N2O,234.343,234.1732133,65,22557,197,25
DTXSID1045291,Oxyphenbutazone,129-20-4,HFHZKZSRXITVMK-UHFFFAOYSA-N,"4-Butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione",CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,"InChI=1/C19H20N2O3/c1-2-3-9-17-18(23)20(14-7-5-4-6-8-14)21(19(17)24)15-10-12-16(22)13-11-15/h4-8,10-13,17,22H,2-3,9H2,1H3",C19H20N2O3,324.38,324.1473925,43,2118,101,9
DTXSID1045297,Hexetidine,141-94-6,DTOUUUZOYKYHEP-UHFFFAOYSA-N,"1,3-Bis(2-ethylhexyl)-5-methyl-1,3-diazinan-5-amine",CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,"InChI=1/C21H45N3/c1-6-10-12-19(8-3)14-23-16-21(5,22)17-24(18-23)15-20(9-4)13-11-7-2/h19-20H,6-18,22H2,1-5H3",C21H45N3,339.612,339.3613485,36,145,102,16
DTXSID1045459,Pivampicillin,33817-20-8,ZEMIJUDPLILVNQ-ZXFNITATSA-N,"[(2,2-Dimethylpropanoyl)oxy]methyl (2S,5R,6R)-6-{[(2R)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O,"InChI=1S/C22H29N3O6S/c1-21(2,3)20(29)31-11-30-19(28)15-22(4,5)32-18-14(17(27)25(15)18)24-16(26)13(23)12-9-7-6-8-10-12/h6-10,13-15,18H,11,23H2,1-5H3,(H,24,26)/t13-,14-,15+,18-/m1/s1",C22H29N3O6S,463.55,463.1777068,31,218,50,9
DTXSID1045536,Disopyramide,3737-09-5,UVTNFZQICZKOEM-UHFFFAOYSA-N,4-[Di(propan-2-yl)amino]-2-phenyl-2-(pyridin-2-yl)butanamide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,"InChI=1/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)",C21H29N3O,339.483,339.2310626,43,1569,123,14
DTXSID1045871,Carprofen,53716-49-7,PUXBGTOOZJQSKH-UHFFFAOYSA-N,2-(6-Chloro-9H-carbazol-2-yl)propanoic acid,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,"InChI=1/C15H12ClNO2/c1-8(15(18)19)9-2-4-11-12-7-10(16)3-5-13(12)17-14(11)6-9/h2-8,17H,1H3,(H,18,19)",C15H12ClNO2,273.72,273.0556563,37,398,115,17
DTXSID1045906,Ramifenazone,3615-24-5,XOZLRRYPUKAKMU-UHFFFAOYSA-N,"1,5-Dimethyl-2-phenyl-4-[(propan-2-yl)amino]-1,2-dihydro-3H-pyrazol-3-one",CC(C)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1,"InChI=1S/C14H19N3O/c1-10(2)15-13-11(3)16(4)17(14(13)18)12-8-6-5-7-9-12/h5-10,15H,1-4H3",C14H19N3O,245.326,245.1528122,25,17,85,3
DTXSID1045950,Pregabalin,148553-50-8,AYXYPKUFHZROOJ-ZETCQYMHSA-N,(3S)-3-(Aminomethyl)-5-methylhexanoic acid,CC(C)C[C@H](CN)CC(O)=O,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1",C8H17NO2,159.229,159.1259288,31,-,92,13
DTXSID1046215,Ethiazide,1824-58-4,VXLCNTLWWUDBSO-UHFFFAOYSA-N,"6-Chloro-3-ethyl-1,1-dioxo-1,2,3,4-tetrahydro-1lambda~6~,2,4-benzothiadiazine-7-sulfonamide",CCC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1,"InChI=1/C9H12ClN3O4S2/c1-2-9-12-6-3-5(10)7(18(11,14)15)4-8(6)19(16,17)13-9/h3-4,9,12-13H,2H2,1H3,(H2,11,14,15)",C9H12ClN3O4S2,325.78,324.9957759,25,-,33,2
DTXSID1046390,Sulfisomidine,515-64-0,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,"4-Amino-N-(2,6-dimethylpyrimidin-4-yl)benzene-1-sulfonamide",CC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,"InChI=1S/C12H14N4O2S/c1-8-7-12(15-9(2)14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",C12H14N4O2S,278.33,278.0837469,38,151,59,2
DTXSID1046760,Ethylmorphine,76-58-4,OGDVEMNWJVYAJL-LEPYJNQMSA-N,"(5alpha,6alpha)-3-Ethoxy-17-methyl-7,8-didehydro-4,5-epoxymorphinan-6-ol",CCOC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"InChI=1S/C19H23NO3/c1-3-22-15-7-4-11-10-13-12-5-6-14(21)18-19(12,8-9-20(13)2)16(11)17(15)23-18/h4-7,12-14,18,21H,3,8-10H2,1-2H3/t12-,13+,14-,18-,19-/m0/s1",C19H23NO3,313.397,313.1677936,34,200,35,7
DTXSID1046928,Triphthasine,117-89-5,ZEWQUBUPAILYHI-UHFFFAOYSA-N,10-[3-(4-Methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)-10H-phenothiazine,CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",C21H24F3N3S,407.5,407.1643034,31,3521,165,15
DTXSID1047576,Cotinine,486-56-6,UIKROCXWUNQSPJ-VIFPVBQESA-N,(5S)-1-Methyl-5-(pyridin-3-yl)pyrrolidin-2-one,CN1[C@@H](CCC1=O)C1=CN=CC=C1,"InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1",C10H12N2O,176.219,176.094963,56,3467,120,7
DTXSID1047863,Hexylcaine,532-77-4,DKLKMKYDWHYZTD-UHFFFAOYSA-N,1-(Cyclohexylamino)propan-2-yl benzoate,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,"InChI=1/C16H23NO2/c1-13(12-17-15-10-6-3-7-11-15)19-16(18)14-8-4-2-5-9-14/h2,4-5,8-9,13,15,17H,3,6-7,10-12H2,1H3",C16H23NO2,261.365,261.172879,17,28,41,5
DTXSID1048255,Xanthinol,2530-97-4,DSFGXPJYDCSWTA-UHFFFAOYSA-N,"7-{2-Hydroxy-3-[(2-hydroxyethyl)(methyl)amino]propyl}-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"InChI=1/C13H21N5O4/c1-15(4-5-19)6-9(20)7-18-8-14-11-10(18)12(21)17(3)13(22)16(11)2/h8-9,19-20H,4-7H2,1-3H3",C13H21N5O4,311.342,311.1593542,17,1,25,2
DTXSID1048257,Reboxetine,71620-89-8,CBQGYUDMJHNJBX-RTBURBONSA-N,(2R)-2-[(R)-(2-Ethoxyphenoxy)(phenyl)methyl]morpholine,CCOC1=C(O[C@@H]([C@H]2CNCCO2)C2=CC=CC=C2)C=CC=C1,"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m1/s1",C19H23NO3,313.397,313.1677936,16,550,29,6
DTXSID1048336,Eprazinone,10402-90-1,BSHWLCACYCVCJE-UHFFFAOYSA-N,3-[4-(2-Ethoxy-2-phenylethyl)piperazin-1-yl]-2-methyl-1-phenylpropan-1-one,CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,"InChI=1/C24H32N2O2/c1-3-28-23(21-10-6-4-7-11-21)19-26-16-14-25(15-17-26)18-20(2)24(27)22-12-8-5-9-13-22/h4-13,20,23H,3,14-19H2,1-2H3",C24H32N2O2,380.532,380.2463783,20,14,46,2
DTXSID1048548,Levocabastine,79516-68-0,ZCGOMHNNNFPNMX-KYTRFIICSA-N,"(3S,4R)-1-[(1s,4R)-4-Cyano-4-(4-fluorophenyl)cyclohexyl]-3-methyl-4-phenylpiperidine-4-carboxylic acid",C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,"InChI=1S/C26H29FN2O2/c1-19-17-29(16-15-26(19,24(30)31)21-5-3-2-4-6-21)23-11-13-25(18-28,14-12-23)20-7-9-22(27)10-8-20/h2-10,19,23H,11-17H2,1H3,(H,30,31)/t19-,23-,25-,26-/m1/s1",C26H29FN2O2,420.528,420.2213063,19,190,57,15
DTXSID1048627,Ritonavir,155213-67-5,NCDNCNXCDXHOMX-XGKFQTDJSA-N,"N-[(2S,4S,5S)-4-Hydroxy-1,6-diphenyl-5-({[(1,3-thiazol-5-yl)methoxy]carbonyl}amino)hexan-2-yl]-N~2~-(methyl{[2-(propan-2-yl)-1,3-thiazol-4-yl]methyl}carbamoyl)-L-valinamide",CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",C37H48N6O5S2,720.95,720.312761,33,3500,133,20
DTXSID1048629,Cilazapril,88768-40-5,HHHKFGXWKKUNCY-FHWLQOOXSA-N,"(1S,9S)-9-{[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]amino}-10-oxooctahydro-6H-pyridazino[1,2-a][1,2]diazepine-1-carboxylic acid",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,"InChI=1S/C22H31N3O5/c1-2-30-22(29)18(13-12-16-8-4-3-5-9-16)23-17-10-6-14-24-15-7-11-19(21(27)28)25(24)20(17)26/h3-5,8-9,17-19,23H,2,6-7,10-15H2,1H3,(H,27,28)/t17-,18-,19-/m0/s1",C22H31N3O5,417.506,417.2263711,23,534,46,10
DTXSID1048708,Medazepam,2898-12-6,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,"7-Chloro-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepine",CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H15ClN2/c1-19-10-9-18-16(12-5-3-2-4-6-12)14-11-13(17)7-8-15(14)19/h2-8,11H,9-10H2,1H3",C16H15ClN2,270.76,270.0923762,40,116,41,5
DTXSID1048835,Thenalidine,86-12-4,KLOHYVOVXOUKQI-UHFFFAOYSA-N,1-Methyl-N-phenyl-N-[(thiophen-2-yl)methyl]piperidin-4-amine,CN1CCC(CC1)N(CC1=CC=CS1)C1=CC=CC=C1,"InChI=1S/C17H22N2S/c1-18-11-9-16(10-12-18)19(14-17-8-5-13-20-17)15-6-3-2-4-7-15/h2-8,13,16H,9-12,14H2,1H3",C17H22N2S,286.44,286.1503699,28,12,30,3
DTXSID1049019,Normorphine,466-97-7,ONBWJWYUHXVEJS-WYCAWQEYSA-N,"(5alpha,6alpha,9alpha)-7,8-Didehydro-4,5-epoxymorphinan-3,6-diol",O[C@H]1C=C[C@H]2[C@@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3)=C(O)C=C4,"InChI=1S/C16H17NO3/c18-11-3-1-8-7-10-9-2-4-12(19)15-16(9,5-6-17-10)13(8)14(11)20-15/h1-4,9-10,12,15,17-19H,5-7H2/t9-,10-,12-,15-,16-/m0/s1",C16H17NO3,271.316,271.1208434,20,152,4,3
DTXSID1051432,Thiodiglycolic acid,123-93-3,UVZICZIVKIMRNE-UHFFFAOYSA-N,"2,2'-Sulfanediyldiacetic acid",OC(=O)CSCC(O)=O,"InChI=1S/C4H6O4S/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",C4H6O4S,150.15,149.9986798,30,41,83,-
DTXSID1057795,Nimorazole,6506-37-2,MDJFHRLTPRPZLY-UHFFFAOYSA-N,4-[2-(5-Nitro-1H-imidazol-1-yl)ethyl]morpholine,[O-][N+](=O)C1=CN=CN1CCN1CCOCC1,"InChI=1S/C9H14N4O3/c14-13(15)9-7-10-8-12(9)2-1-11-3-5-16-6-4-11/h7-8H,1-6H2",C9H14N4O3,226.236,226.1065903,30,74,54,2
DTXSID1059078,2-Naphthalenecarboxylic acid,93-09-4,UOBYKYZJUGYBDK-UHFFFAOYSA-N,Naphthalene-2-carboxylic acid,OC(=O)C1=CC=C2C=CC=CC2=C1,"InChI=1S/C11H8O2/c12-11(13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,12,13)",C11H8O2,172.183,172.0524295,32,39,111,1
DTXSID1060263,"1-Butanamine, 3-methyl-N-(3-methylbutyl)-",544-00-3,SPVVMXMTSODFPU-UHFFFAOYSA-N,3-Methyl-N-(3-methylbutyl)butan-1-amine,CC(C)CCNCCC(C)C,"InChI=1S/C10H23N/c1-9(2)5-7-11-8-6-10(3)4/h9-11H,5-8H2,1-4H3",C10H23N,157.301,157.1830497,21,-,47,-
DTXSID10675723,"7-Bromo-5-[(~2~H_4_)pyridin-2-yl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",1185022-85-8,VMIYHDSEFNYJSL-VTBMLFEUSA-N,"7-Bromo-5-[(~2~H_4_)pyridin-2-yl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",[2H]C1=NC(=C([2H])C([2H])=C1[2H])C1=NCC(=O)NC2=C1C=C(Br)C=C2,"InChI=1S/C14H10BrN3O/c15-9-4-5-11-10(7-9)14(17-8-13(19)18-11)12-3-1-2-6-16-12/h1-7H,8H2,(H,18,19)/i1D,2D,3D,6D",C14H6D4BrN3O,320.182,319.025832,1,-,4,-
DTXSID10676790,"2-(4-Chloro-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethan-1-amine",1227608-02-7,FJFPOGCVVLUYAQ-UHFFFAOYSA-N,"2-(4-Chloro-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethan-1-amine",COC1=CC=CC=C1CNCCC1=CC(OC)=C(Cl)C=C1OC,"InChI=1S/C18H22ClNO3/c1-21-16-7-5-4-6-14(16)12-20-9-8-13-10-18(23-3)15(19)11-17(13)22-2/h4-7,10-11,20H,8-9,12H2,1-3H3",C18H22ClNO3,335.83,335.1288213,10,-,30,-
DTXSID10880951,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",30223-73-5,AJRJPORIQGYFMT-UHFFFAOYSA-N,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",CC=C1N(C)C(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1/C20H23N/c1-4-19-20(15-16(2)21(19)3,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h4-14,16H,15H2,1-3H3",C20H23N,277.411,277.1830497,8,-,-,-
