parent_key,stratum,mh,compound_name,parent_smiles,formula,primary_source,primary_catalogue_id,primary_cid,vendors,catalogue_ids,n_listings,purity_stated,stock_status,scaffold_group
AEVCIVYCMHEYGK,H,802.76469,"[(E,2S,3R)-2-(hexadecanoylamino)-3-hydroxyoctadec-4-enyl] (Z)-octadec-9-enoate",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](NC(=O)CCCCCCCCCCCCCCC)[C@H](O)/C=C/CCCCCCCCCCCCC,C52H99NO4,TargetMol,TYD-04549,178203700.0,TargetMol,TargetMol:TYD-04549,1,,,__ACYCLIC__AEVCIVYCMHEYGK
AFCBPOSVCVAUDT,H,899.31952,PROTAC IRAK4 degrader-6,NC(=O)c1nn(-c2ccc(C(=O)NCCCCCNCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1NC(=O)c1coc(-c2ccnc(NCC(F)(F)F)c2)n1,C42H41F3N12O8,MedChemexpress MCE,HY-139317,138694457.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-139317;TargetMol:T39903,2,,,O=C1CCC(N2C(=O)c3cccc(NCCNCCCCCNC(=O)c4ccc(-n5cc(NC(=O)c6coc(-c7ccncc7)n6)cn5)cc4)c3C2=O)C(=O)N1
AFEHBIGDWIGTEH,H,814.35524,"ACTH (4-7), Pro-Gly-Pro-",CSCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,C37H51N9O10S,MedChemexpress MCE,HY-P1146,9811102.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-P1146;MedChemexpress MCE:HY-P1146A;TargetMol:T21268;TargetMol:T21268L,4,,,O=C(CCc1cnc[nH]1)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1
AFGBEDQMTFPVJS,H,819.45253,"6-[(2S,4R,5S,6S,8R)-8-[(1R,2R,3R,5S,7R,9S,10S,12R,15R)-3-[(2R,4R,5S)-5-ethoxycarbonyl-4-hydroxyoxolan-2-yl]-15-hydroxy-2-methoxy-1,3,10,12-tetramethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-5-hydroxy-4,6-dimethyl-7-oxononan-2-yl]-3-ethyl-2-hydroxybenzoic acid",CCOC(=O)[C@H]1O[C@@H]([C@@]2(C)O[C@]3(O[C@]4(C=C[C@H]3O)O[C@H]([C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@H](C)C[C@H](C)c3ccc(CC)c(O)c3C(=O)O)[C@@H](C)C[C@H]4C)[C@H](C)[C@H]2OC)C[C@H]1O,C44H66O14,TargetMol,TN10816,101324846.0,TargetMol,TargetMol:TN10816,1,,,O=C(CCCCCc1ccccc1)CC1CCCC2(C=CCC3(CCC(C4CCCO4)O3)O2)O1
AFLFUXQTWZZMDX,H,725.34326,Thalibealine,COc1cc2c(cc1OC)[C@H]1Cc3c(cc(OC)c(OC)c3Oc3cc4c(cc3OC)-c3c(OC)c(OC)c(OC)c5c3C(C4)N(C)CC5)CN1CC2,C42H48N2O9,TargetMol,TN6103,10908731.0,TargetMol,TargetMol:TN6103,1,,,c1ccc2c(c1)CCN1Cc3cccc(Oc4ccc5c(c4)CC4NCCc6cccc-5c64)c3CC21
AGKHJTRNGBZWDZ,H,719.43649,Ciwujianoside E,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,C40H62O11,MedChemexpress MCE,HY-N8763,21626484.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N8763;TargetMol:TN3672,2,,,C=C1CCC2CCC3C(=CCC4C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC34)C2C1
AGMODSYVRUVEOY,H,749.34057,"7-cyclopentyl-2-[4-[6-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyhexylcarbamoyl]anilino]-N,N-dimethylpyrrolo[2,3-d]pyrimidine-6-carboxamide",CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)NCCCCCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)nc2n1C1CCCC1,C40H44N8O7,MedChemexpress MCE,HY-168439,164830695.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-168439;TargetMol:T204754,2,,,O=C1CCC(N2C(=O)c3cccc(OCCCCCCNC(=O)c4ccc(Nc5ncc6ccn(C7CCCC7)c6n5)cc4)c3C2=O)C(=O)N1
AGMUHEZFYUECLW,H,848.37828,"Cytidine, N-benzoyl-5'-O-(bis(4-methoxyphenyl)phenylmethyl)-2'-deoxy-5-methyl-, 3'-(2-cyanoethyl N,N-bis(1-methylethyl)phosphoramidite)",COc1ccc(C(OC[C@H]2O[C@@H](n3cc(C)c(NC(=O)c4ccccc4)nc3=O)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccccc2)c2ccc(OC)cc2)cc1,C47H54N5O8P,MedChemexpress MCE,HY-46317,15374208.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-46317;TargetMol:T75269,2,,,O=C(Nc1ccn(C2CCC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)n1)c1ccccc1
AGOXFXPUYOHJQY,H,880.47496,Mac-VC-pabc-ST7612AA1,CNC(=O)CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(CSCCCCC[C@H](NC(=O)[C@H]2CCC(=O)N2)C(=O)Nc2ccccc2)cc1)C(C)C,C44H65N9O8S,MedChemexpress MCE,HY-112806,138454749.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-112806;TargetMol:T18721,2,,,O=C1CCC(C(=O)NC(CCCCCSCc2ccccc2)C(=O)Nc2ccccc2)N1
AGSYGILVXHGQPF,H,763.36795,Ahx-DM1,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCCCCN)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,C38H55ClN4O10,MedChemexpress MCE,HY-147050,164517023.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-147050;MedChemexpress MCE:HY-147050A;TargetMol:T208206;TargetMol:T208207,4,,,O=C1CCC2OC2CC2CC(CC=CC=CCc3cccc(c3)N1)NC(=O)O2
AGUSSGJBWOOHRG,H,796.46035,Ipl-344,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,C41H61N7O9,MedChemexpress MCE,HY-P5741,11650748.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-P5741;TargetMol:TP2590,2,,,O=C(NC(Cc1ccccc1)C(=O)N1CCCC1)C1CCCN1C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1
AGWGPRXHCUPJJO,H,894.39499,N2-iBu-5 inverted exclamation mark-O-DMTr-2 inverted exclamation mark-O-propargylguanosine-3 inverted exclamation mark-CED-phosphoramidite,C#CCO[C@H]1C(OP(OCCC#N)N(C(C)C)C(C)C)[C@@H](COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)O[C@H]1n1cnc2c(=O)[nH]c(NC(=O)C(C)C)nc21,C47H56N7O9P,MedChemexpress MCE,HY-154351,168265786.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-154351;TargetMol:TNU0940,2,,,O=c1[nH]cnc2c1ncn2C1CCC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)O1
AGXCADFSYJNMEG,H,721.2967,Thymolphthalexon,Cc1c(C2(c3cc(C(C)C)c(O)c(CN(CC(=O)O)CC(=O)O)c3C)OC(=O)c3ccccc32)cc(C(C)C)c(O)c1CN(CC(=O)O)CC(=O)O,C38H44N2O12,MedChemexpress MCE,HY-W110908,112918.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W110908;MedChemexpress MCE:HY-W127725;TargetMol:T80988;TargetMol:TXB-00150,4,,,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
AHGRGGWBXKWJMR,H,808.90921,Keap1-Nrf2-IN-10,COc1cc(NC(=O)CSc2nc3c(I)cc(I)cc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,C25H22I2N4O7S2,MedChemexpress MCE,HY-147548,162667379.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-147548;TargetMol:T81984,2,,,O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1)Nc1ccccc1
AHHKCKIAGSAXCR,H,759.32225,"[(1R,2R,3aR,4S,5S,6Z,9S,10S,11S,13R,13aS)-2,4,9,10,11,13-hexaacetyloxy-3a-hydroxy-2,5,8,8-tetramethyl-12-methylidene-3,4,5,9,10,11,13,13a-octahydro-1H-cyclopenta[12]annulen-1-yl] benzoate",C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C\[C@H](C)[C@H](OC(C)=O)[C@@]2(O)C[C@@](C)(OC(C)=O)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,C39H50O15,MedChemexpress MCE,HY-125116,129316521.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-125116;TargetMol:TN2727,2,,,C=C1CCCCC=CCCC2CCC(OC(=O)c3ccccc3)C2C1
AHIONNAGCSGVAB,H,735.46779,Mubenin B,CC1OC(OC2COC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,C41H66O11,TargetMol,TN8684,73981674.0,TargetMol,TargetMol:TN8684,1,,,C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CCC(OC5CCCCO5)CO4)CCC3C2C1
AHKVECQGASADRU,H,886.36578,Fmoc-Phe-Lys(Boc)-PAB-PNP,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc(COC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,C49H51N5O11,MedChemexpress MCE,HY-114430,122403000.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-114430;TargetMol:T17981,2,,,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)Nc1ccc(COC(=O)Oc2ccccc2)cc1
AIAPZNJOJFJSQR,H,794.34428,"(7S,10R,13S)-13-acetamido-N-[(2S)-1-(1,3-benzothiazol-2-yl)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-10-(1H-indol-3-ylmethyl)-9,12-dioxo-2-oxa-8,11-diazabicyclo[13.2.2]nonadeca-1(17),15,18-triene-7-carboxamide",CC(=O)N[C@H]1Cc2ccc(cc2)OCCCC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,C41H47N9O6S,MedChemexpress MCE,HY-161370,155450129.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-161370;TargetMol:T87610,2,,,O=C1CCc2ccc(cc2)OCCCCC(C(=O)NCC(=O)c2nc3ccccc3s2)NC(=O)C(Cc2c[nH]c3ccccc23)N1
AIDBKOYWDBMNND,H,752.24726,"1-[2-(1-benzothiophen-3-yl)acetyl]-2-methyl-N-[4-[3-[(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]propylamino]-4-oxobutyl]-N-[[4-(trifluoromethyl)phenyl]methyl]azetidine-2-carboxamide",CC1(C(=O)N(CCCC(=O)NCCCNc2ccc([N+](=O)[O-])c3nonc23)Cc2ccc(C(F)(F)F)cc2)CCN1C(=O)Cc1csc2ccccc12,C36H36F3N7O6S,TargetMol,T34966,132585218.0,TargetMol,TargetMol:T34966,1,,,O=C(CCCN(Cc1ccccc1)C(=O)C1CCN1C(=O)Cc1csc2ccccc12)NCCCNc1cccc2nonc12
AIOCFZJGGGEWDK,H,784.33007,"2-((2,6-Dimethoxy-4-(2-methyl-1-oxo-1,2-dihydro-2,7-naphthyridin-4-yl)benzyl)(methyl)amino)-N-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethyl)acetamide",COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C40H45N7O10,MedChemexpress MCE,HY-117690,135397681.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-117690;MedChemexpress MCE:HY-117690A;TargetMol:T31221;TargetMol:T31221L,4,,,O=C(CNCc1ccc(-c2c[nH]c(=O)c3cnccc23)cc1)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
AIUZFZDETVBCLH,H,796.36982,Diazo Biotin-PEG3-Alkyne,C#CCOCCC(=O)NCCc1ccc(O)c(N=Nc2ccc(C(=O)NCCOCCOCCOCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)cc2)c1,C39H53N7O9S,MedChemexpress MCE,HY-140925,136663252.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-140925;TargetMol:T15114,2,,,O=C(CCCCC1SCC2NC(=O)NC21)NCCOCCOCCOCCNC(=O)c1ccc(N=Nc2ccccc2)cc1
AIYBLGFBHQLGMH,H,854.15926,2-hydroxybutyryl-coenzyme A,CCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C25H42N7O18P3S,TargetMol,TXB-00717,24798719.0,TargetMol,TargetMol:TXB-00715;TargetMol:TXB-00717,2,,,c1ncc2ncn(C3CCCO3)c2n1
AJEHSXHGTYRUOO,H,705.00292,HCVcc-IN-1,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](Sc2sc(C(=O)c3ccc(Br)cc3)c(N)c2-c2nc3ccccc3s2)OC[C@H]1OC(C)=O,C29H25BrN2O8S3,MedChemexpress MCE,HY-151581,170902099.0,MedChemexpress MCE,MedChemexpress MCE:HY-151581,1,,,O=C(c1ccccc1)c1cc(-c2nc3ccccc3s2)c(SC2CCCCO2)s1
AJFOLTOXFRVENP,H,764.34591,"3-[[(2R,5R)-2-[[bis(4-methoxyphenyl)-phenylmethoxy]methyl]-5-(3-formylindol-1-yl)oxolan-3-yl]oxy-[di(propan-2-yl)amino]phosphanyl]oxypropanenitrile",COc1ccc(C(OC[C@H]2O[C@@H](n3cc(C=O)c4ccccc43)CC2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccccc2)c2ccc(OC)cc2)cc1,C44H50N3O7P,MedChemexpress MCE,HY-49214,168510642.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-49214;TargetMol:TNU1321,2,,,c1ccc(C(OCC2CCC(n3ccc4ccccc43)O2)(c2ccccc2)c2ccccc2)cc1
AJJPYIXDIHURAB,H,763.30789,"[[(Z)-2-[(2R,3R,4R,5R)-3-[2-cyanoethoxy-[di(propan-2-yl)amino]phosphanyl]oxy-5-(2,4-dioxopyrimidin-1-yl)-4-methoxyoxolan-2-yl]ethenyl]-(2,2-dimethylpropanoyloxymethoxy)phosphoryl]oxymethyl 2,2-dimethylpropanoate",CO[C@@H]1[C@H](OP(OCCC#N)N(C(C)C)C(C)C)[C@@H](/C=C\P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C)O[C@H]1n1ccc(=O)[nH]c1=O,C32H52N4O13P2,TargetMol,TSW-01145,178253808.0,TargetMol,TargetMol:TSW-01145,1,,,O=c1ccn(C2CCCO2)c(=O)[nH]1
AJNQGWOQPRWRML,H,746.26344,"N-(2-chloro-6-methylphenyl)-2-[[6-[4-[3-[[2-[4-(2,6-dioxopiperidin-3-yl)phenoxy]acetyl]amino]propyl]piperazin-1-yl]-2-methylpyrimidin-4-yl]amino]-1,3-thiazole-5-carboxamide",Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCCNC(=O)COc3ccc(C4CCC(=O)NC4=O)cc3)CC2)n1,C36H40ClN9O5S,TargetMol,T83930,168902020.0,TargetMol,TargetMol:T211702;TargetMol:T83930,2,,,O=C(COc1ccc(C2CCC(=O)NC2=O)cc1)NCCCN1CCN(c2cc(Nc3ncc(C(=O)Nc4ccccc4)s3)ncn2)CC1
AJPOATRUBUKVKQ,H,724.32286,N4-Benzoyl-5 inverted exclamation mark-O-DMT-3 inverted exclamation mark-O-(2-methoxyethyl)-5-methylcytidine,COCCOC1[C@@H](COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)O[C@@H](N2C=C(C)C(NC(=O)c3ccccc3)NC2=O)[C@H]1O,C41H45N3O9,MedChemexpress MCE,HY-154450,168265844.0,MedChemexpress MCE,MedChemexpress MCE:HY-154450,1,,,O=C(NC1C=CN(C2CCC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)C(=O)N1)c1ccccc1
AJQFJDPCEXBTGI,H,876.84909,Lipid C24,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCN(CCCCN1CCN(C)CC1)CCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,C55H109N3O4,MedChemexpress MCE,HY-149156,162393014.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-149156;TargetMol:T74780,2,,,C1CNCCN1
AJTLGUJXIKEZCQ,H,788.31509,"2-(2-(2-(4-(4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)ethoxy)ethoxy)-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)acetamide",Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(CCOCCOCC(=O)Nc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,C41H41N9O8,MedChemexpress MCE,HY-122562,138108326.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-122562;Selleck Chemicals:S6966;TargetMol:T16157,3,,,O=C1CCC(N2C(=O)c3ccc(NC(=O)COCCOCCN4CCC(n5nc(-c6ccc(Oc7ccccc7)cc6)c6cncnc65)CC4)cc3C2=O)C(=O)N1
AJUBQFITBGMEDN,H,798.44364,Hydroxyethylvindesine,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)NCCO)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,C45H59N5O8,TargetMol,T32118,429019.0,TargetMol,TargetMol:T32118,1,,,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24
AJYYYJXHNDGCBH,H,725.40798,Me-Tet-PEG8-NHBoc,Cc1nnc(-c2ccc(CNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)OC(C)(C)C)cc2)nn1,C34H56N6O11,MedChemexpress MCE,HY-156477,138393885.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-156477;TargetMol:T87928,2,,,c1ccc(-c2nncnn2)cc1
AKBQIUPJJGKPLY,H,859.17162,"(2R,3S,4S,5S)-2,3,4,5-Tetrakis(((E)-3-(3,4-dihydroxyphenyl)acryloyl)oxy)hexanedioic acid",O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]([C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O)[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,C42H34O20,MedChemexpress MCE,HY-N4311,138911415.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N4311;TargetMol:T19093,2,,,O=C(C=Cc1ccccc1)OCC(OC(=O)C=Cc1ccccc1)C(COC(=O)C=Cc1ccccc1)OC(=O)C=Cc1ccccc1
AKDBLYVEJOWVHL,H,866.22105,Neutrophil elastase inhibitor 6,CSc1ccc(OP(=O)(Oc2ccc(SC)cc2)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCS(C)(=O)=O)NC(=O)COc2ccc(OCC(=O)O)cc2)C(C)C)cc1,C38H48N3O12PS3,MedChemexpress MCE,HY-163411,171038137.0,MedChemexpress MCE,MedChemexpress MCE:HY-163411,1,,,O=C(COc1ccccc1)NCC(=O)N1CCCC1C(=O)NCP(=O)(Oc1ccccc1)Oc1ccccc1
AKLLFACZGZTMGS,H,769.39781,"(E)-5-((3-(5-(3-((E)-N,5-Dihydroxy-3-methylpent-2-enamido)propyl)-3,6-dioxopiperazin-2-yl)propyl)(hydroxy)amino)-3-methyl-5-oxopent-3-en-1-yl 2-acetamido-5-((E)-N,5-dihydroxy-3-methylpent-2-enamido)pentanoate",CC(=O)NC(CCCN(O)C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)/C=C(\C)CCO)NC1=O,C35H56N6O13,TargetMol,T33551,23422573.0,TargetMol,TargetMol:T33551,1,,,O=C1CNC(=O)CN1
AKOQPYIBIUHRCX,H,843.3537,"3-[1-[6-(2,2-dimethyloxan-4-yl)-2-[3-[3-(4-fluoro-1-methylindazol-5-yl)-2-oxoimidazol-1-yl]-2-(4-fluorophenyl)-4-methyl-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazine-5-carbonyl]indolizin-1-yl]cyclopropyl]-1,2,4-oxadiazolidin-5-one",CC1c2c(-n3ccn(-c4ccc5c(cnn5C)c4F)c3=O)c(-c3ccc(F)cc3)nn2CCN1C(=O)c1cn2cc(C3CCOC(C)(C)C3)ccc2c1C1(C2NOC(=O)N2)CC1,C45H44F2N10O5,TargetMol,T74608,171360988.0,TargetMol,TargetMol:T74608,1,,,O=C1NC(C2(c3c(C(=O)N4CCn5nc(-c6ccccc6)c(-n6ccn(-c7ccc8[nH]ncc8c7)c6=O)c5C4)cn4cc(C5CCOCC5)ccc34)CC2)NO1
AKUCYRZHMXXTCA,H,876.48523,DBCO-NHCO-PEG12-amine,NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCC(=O)N1Cc2ccccc2C#Cc2ccccc21,C45H69N3O14,MedChemexpress MCE,HY-133368,118988582.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-133368;TargetMol:T17758,2,,,C1#Cc2ccccc2NCc2ccccc21
AKVNGLSWBXOUNY,H,741.40021,Antibiotic SF 2132,C/C(COC(N)=O)=C(\NC(=O)C(CC(C)C)NC(=O)C1CCC=NN1C(=O)C(NC(=O)CC(N)CCN=C(N)N)C(C)N)C(=O)NC(CO)C(=O)O,C30H52N12O10,TargetMol,T25096,3070885.0,TargetMol,TargetMol:T25096,1,,,C1=NNCCC1
AKWRNBWMGFUAMF,H,857.39994,Dapta,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,C35H56N10O15,MedChemexpress MCE,HY-P1034,184644.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-P1034;Selleck Chemicals:S8501;TargetMol:T7624;TargetMol:TP2401,4,,,c1ccccc1
AKYWEEHCEBAGNO,H,817.4944,Hosenkoside D,C[C@@H](CO)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H]5CC[C@]43C)[C@H]2O)CO1,C42H72O15,MedChemexpress MCE,HY-N12050,163005572.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N12050;TargetMol:T82184,2,,,C1CCC(OCC2C(OC3CCCCO3)CCC3C2CCC2C4CCC5(CCCOC5)CC4CCC23)OC1
ALCZDVJLQIDTSE,H,773.4318,"(2R,3R,4S,5S,6R)-2-[4-[(7S,9S,13R)-6,14-dihydroxy-7,9,13-trimethyl-16-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-en-6-yl]-2-methylbutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",CC(CCC1(O)OC2CC3C4CC=C5CC(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC(O)[C@]5(C)C4CC[C@]3(C)C2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C39H64O15,TargetMol,T128002,155978812.0,TargetMol,TargetMol:T128002;TargetMol:TN12619,2,,,C1=C2CC(OC3CCCCO3)CCC2C2CCC3C4CC(CCCCOC5CCCCO5)OC4CC3C2C1
ALIUKVKKQGFERP,H,766.64901,CP-LC-0743 (solution in ethanol),CCCCCCCC/C=C\CCCCCCCCOC(=O)CCSCCC(NC(=O)C(CCCCCC)CCCCCCCC)C(=O)NCCN(C)C,C45H87N3O4S,MedChemexpress MCE,HY-172014,172677463.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-172014;TargetMol:T203379,2,,,__ACYCLIC__ALIUKVKKQGFERP
ALOIOAGKUOQNID,H,881.49467,Dinalbuphine Sebacate,O=C(CCCCCCCCC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,C52H68N2O10,TargetMol,T69475,9962795.0,TargetMol,TargetMol:T69475,1,,,O=C(CCCCCCCCC(=O)Oc1ccc2c3c1OC1CCCC4C(C2)N(CC2CCC2)CCC314)Oc1ccc2c3c1OC1CCCC4C(C2)N(CC2CCC2)CCC314
ALOPEHBIDYXOJI,H,889.46341,H-Cys(1)-Lys-Pro-Val-OH.H-Cys(1)-Lys-Pro-Val-OH,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C)C(=O)O,C38H68N10O10S2,TargetMol,TP2918,172638710.0,TargetMol,TargetMol:TP2918,1,,,O=C(CCSSCCC(=O)NCC(=O)N1CCCC1)NCC(=O)N1CCCC1
