key,scaffold_group,parent_formula,parent_charge,mh_mz,compound_name,n_records,ce_values,n_distinct_ce,ce_units,any_record_in_2023_11,all_records_in_2023_11,recorded_charged,recorded_block1s,date_published,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_union,in_muru_exposed_populations,in_muru_dev,in_pr7,in_comparator,in_msnlib_9lib,sg_in_msg15,sg_in_muru_registry,sg_in_muru_dev,sg_in_pr7,sg_in_comparator,in_range_70_1042_6,charge_neutral_parent,msg_qtof_rows,msg_qtof_ladder_ce,msg_qtof_max_ce,msg_folds,hidden_msg_candidate_strong,hidden_msg_candidate_any_same_formula
SGOIRFVFHAKUTI,c1ncc2nc[nH]c2n1,C9H14N5O4P,0,288.085617024812,Tenofovir,7,10;20;30;40;50;60,6,V,True,True,False,SGOIRFVFHAKUTI,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,6.0,6.0,60.0,train,False,False
SGTNSNPWRIOYBX,c1ccc(CCCCNCCc2ccccc2)cc1,C27H38N2O4,0,455.290434162812,Verapamil,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SGTNSNPWRIOYBX,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,31.0,25.0,90.0,test,False,False
SHFLYPPECXRCFO,c1ccccc1,C17H30N+,1,249.24455284690197,Benzyl-dimethyl-octylammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,SHFLYPPECXRCFO,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,,,,,False,False
SHXWCVYOXRDMCX,c1ccc2c(c1)OCO2,C11H15NO2,0,194.11755518681198,"3,4-Methylenedioxymethamphetamine",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SHXWCVYOXRDMCX,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,16.0,14.0,130.0,train,False,False
SIYLLGKDQZGJHK,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,C27H42NO2+,1,413.328282470902,Benzethonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,SIYLLGKDQZGJHK,2025-01-17,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,,,,,False,False
SJSOFNCYXJUNBT,c1ccccc1,C10H12O5,0,213.075749950812,"3,4,5-Trimethoxybenzoic acid",14,10;20;30;40;50;60;70;80;90;100;110;130;140,13,V,True,True,False,SJSOFNCYXJUNBT,2025-01-17,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,8.0,6.0,50.0,train,False,False
SKHXRNHSZTXSLP,c1ccoc1,C13H22N4O4S,0,331.14345265081204,Ranitidine-S-oxide,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SKHXRNHSZTXSLP,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,23.0,23.0,120.0,val,False,False
SKVPTPMWXJSBTF,O=c1cc[nH]n1-c1ccccc1,C11H12N2O2,0,205.09715409081198,4-Hydroxyantipyrine,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SKVPTPMWXJSBTF,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
SKZKKFZAGNVIMN,c1ccccc1,C7H7NO2,0,138.054954930812,Salicylamide,9,10;20;30;40;50;60;70;80,8,V,True,True,False,SKZKKFZAGNVIMN,2025-01-17,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,29.0,26.0,80.0,train,False,False
SLINHMUFWFWBMU,__ACYCLIC__SLINHMUFWFWBMU,C9H21NO3,0,192.15941999881198,Triisopropanolamine,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SLINHMUFWFWBMU,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,19.0,19.0,150.0,train,False,False
SMKRKQBMYOFFMU,O=C1C=CC(OC(=O)C2CC2)C1,C19H24O3,0,301.179821094812,Prallethrin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SMKRKQBMYOFFMU,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,16.0,16.0,150.0,train,False,False
SMUQFGGVLNAIOZ,c1ccc2ncccc2c1,C10H9N,0,144.08077575481198,2-Methylquinoline,9,10;20;30;40;50;60;70;80,8,V,True,True,False,SMUQFGGVLNAIOZ,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,8.0,8.0,80.0,train,False,False
SMWDFEZZVXVKRB,c1ccc2ncccc2c1,C9H7N,0,130.06512569081198,Quinoline,9,10;20;30;40;50;60;70;80,8,V,True,True,False,SMWDFEZZVXVKRB,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,15.0,15.0,80.0,train,False,False
SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA,C9H19NO4,0,206.138684554812,Dexpanthenol,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SNPLKNRPJHDVJA,2025-01-17,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,24.0,18.0,70.0,train,False,False
SNPPWIUOZRMYNY,c1ccccc1,C13H18ClNO,0,240.11496834281198,Bupropion,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SNPPWIUOZRMYNY,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,29.0,23.0,90.0,train,False,False
SNTQPLDRUZOSDP,c1ccc(Cc2ccccc2)cc1,C23H31NO2,0,354.24275569881206,Proadifen,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SNTQPLDRUZOSDP,2025-01-17,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,16.0,15.0,150.0,train,False,False
SODJJEXAWOSSON,O=C(c1ccccc1)c1ccccc1,C15H14O5,0,275.091400014812,"2,2`-Dihydroxy-4,4`-dimethoxybenzophenone",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SODJJEXAWOSSON,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,8.0,8.0,70.0,train,False,False
SOHLZANWVLCPHK,c1ccccc1,C16H21NO6,0,324.14416385881196,Boc-Asp(OBzl)-OH,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SOHLZANWVLCPHK,2025-01-17,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,16.0,16.0,150.0,train,False,False
SONNWYBIRXJNDC,c1ccccc1,C9H13NO2,0,168.10190512281198,Phenylephrine,1,40,1,V,True,True,False,SONNWYBIRXJNDC,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,1.0,1.0,40.0,train,False,False
SOUGWDPPRBKJEX,c1ccccc1,C14H16Cl3NO2,0,336.03193825881203,Zoxamide,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SOUGWDPPRBKJEX,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,17.0,16.0,150.0,train,False,False
SPFYMRJSYKOXGV,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,C19H22FN3O3,0,360.171796250812,Enrofloxacin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SPFYMRJSYKOXGV,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,28.0,23.0,130.0,train,False,False
SQZCAOHYQSOZCE,c1ccccc1,C9H13N5,0,192.12437188281197,1-(o-Tolyl)-biguanide,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SQZCAOHYQSOZCE,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,15.0,15.0,60.0,train,False,False
SRJQTHAZUNRMPR,O=C1CC2C(=CC3C2C=CC2CC(OC4CCCCO4)CC23)C(=O)CC(OC2CCCCO2)CCCCO1,C41H65NO10,0,732.4681237468118,Spinosad A,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SRJQTHAZUNRMPR,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,26.0,23.0,150.0,train,False,False
STCOOQWBFONSKY,__ACYCLIC__STCOOQWBFONSKY,C12H27O4P,0,267.171972440812,Tributyl phosphate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,STCOOQWBFONSKY,2025-01-17,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,19.0,11.0,60.0,train,False,False
STEPQTYSZVCJPV,c1ccc(NCn2cccn2)cc1,C14H16ClN3O,0,278.105466278812,Metazachlor,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,STEPQTYSZVCJPV,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,25.0,22.0,80.0,train,False,False
STEYNUVPFMIUOY,C1CCNCC1,C11H23NO2,0,202.18015544281198,"4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine",14,10;20;30;40;50;60;70;80;90;100;110;120;130,13,V,True,True,False,STEYNUVPFMIUOY,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,8.0,6.0,70.0,train,False,False
STJLVHWMYQXCPB,c1ccc(C2(Cn3cncn3)OCCO2)cc1,C15H17Cl2N3O2,0,342.07705861081206,Propiconazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,STJLVHWMYQXCPB,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,20.0,17.0,90.0,train,False,False
STJMRWALKKWQGH,c1ccccc1,C12H18Cl2N2O,0,277.086895022812,Clenbuterol,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,STJMRWALKKWQGH,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,13.0,10.0,100.0,train,False,False
SUBDBMMJDZJVOS,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,C17H19N3O3S,0,346.121988934812,Omeprazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SUBDBMMJDZJVOS,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,43.0,34.0,150.0,train,False,False
SUPKOOSCJHTBAH,c1ncc2nc[nH]c2n1,C8H12N5O4P,0,274.069966960812,Adefovir,1,40,1,V,True,True,False,SUPKOOSCJHTBAH,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,,,,,False,False
SUQHIQRIIBKNOR,c1ccc(CC2CCCCC2)cc1,C15H23NO2,0,250.18015544281198,"N,N-didesmethyl-venlafaxine",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SUQHIQRIIBKNOR,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,20.0,20.0,110.0,train,False,False
SWINWPBPEKHUOD,O=C1CCC2C1CCC1c3ccccc3CCC12,C18H22O3,0,287.164171030812,2-Hydroxyestrone,15,10;20;30;40;50;60;70;80;90;100;110;120;130;140,14,V,True,True,False,SWINWPBPEKHUOD,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,12.0,12.0,120.0,train,False,False
SWSFKKWJEHRFFP,__ACYCLIC__SWSFKKWJEHRFFP,C34H72N+,1,495.57320419090206,Dihexadecyldimethylammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,SWSFKKWJEHRFFP,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
SWTCNSQVRSSFNN,c1ccccc1,C23H42NO+,1,349.333367850902,Benzyldimethyl(2-dodecyloxyethyl)-ammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,SWTCNSQVRSSFNN,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,,,,,False,False
SXSGXWCSHSVPGB,O=C(Nc1ccccc1-c1ccccc1)c1cn[nH]c1,C18H12F5N3O,0,382.097329570812,Fluxapyroxad,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SXSGXWCSHSVPGB,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,14.0,14.0,130.0,val,False,False
SZCMHDLOUVZYST,c1ccccc1,C11H14FNO4S,0,276.070033614812,Flufenacet ESA,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,SZCMHDLOUVZYST,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,20.0,20.0,150.0,train,False,False
TTWJBBZEZQICBI,c1ccccc1,C14H22ClN3O2,0,300.14733109081203,Metoclopramide,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TTWJBBZEZQICBI,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,44.0,29.0,70.0,train,False,False
TUBQDCKAWGHZPF,c1ccc2scnc2c1,C9H6N2S3,0,238.97658765881198,2-(Thiocyanomethylthio)benzothiazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TUBQDCKAWGHZPF,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,16.0,16.0,150.0,train,False,False
TUZYXOIXSAXUGO,C1=CC2=CCCCC2CC1,C23H36O7,0,425.2533799588119,Pravastatin,5,10;20;30;40,4,V,True,True,False,TUZYXOIXSAXUGO,2025-01-17,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,4.0,4.0,40.0,train,False,False
TVLSRXXIMLFWEO,O=C(NCCOc1ccccc1)n1ccnc1,C15H16Cl3N3O2,0,376.03808625881203,Prochloraz,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TVLSRXXIMLFWEO,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,20.0,16.0,70.0,train,False,False
TVWOWDDBXAFQDG,c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,C20H14N2O7S2,0,459.0315192548119,Azo Rubin S,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,TVWOWDDBXAFQDG,2025-01-17,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,,,,,False,False
TVYLLZQTGLZFBW,c1ccc(C2CCCCC2)cc1,C16H25NO2,0,264.195805506812,Tramadol,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TVYLLZQTGLZFBW,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,5.0,3.0,25.4,train,False,False
TWFZGCMQGLPBSX,c1ccc2[nH]cnc2c1,C9H9N3O2,0,192.07675299481198,Carbendazim,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TWFZGCMQGLPBSX,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,21.0,17.0,60.0,train,False,False
TYZROVQLWOKYKF,O=C1OCCN1c1ccc(N2CCOCC2)cc1,C16H20FN3O4,0,338.151060806812,Linezolid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,TYZROVQLWOKYKF,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,16.0,14.0,150.0,train,False,False
UAMJPHUIMPFLOK,c1ccc(CCc2ccccc2)cc1,C18H24N+,1,255.19760265490197,"(1,2-Diphenylpropyl)-trimethyl-ammonium",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,UAMJPHUIMPFLOK,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,,,,,False,False
UARILQSOMYIQCM,c1ccccc1,C19H34N+,1,277.275852974902,Benzyl-dimethyl-decylammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,UARILQSOMYIQCM,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,,,,,False,False
UBGDIDXCMKJWND,c1c[nH]ccc1,C21H39N,0,306.315526714812,Cetylpyridinium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,NEUSVAOJNUQRTM,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
UBHDSOZILBGALL,c1ccccc1,C23H40NO2+,1,363.31263240690197,Benzyl-(1-ethoxycarbonyl-undecyl)-dimethyl-ammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,UBHDSOZILBGALL,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,,,,,False,False
UBMGKRIXKUIXFQ,O=C1C=CC(=O)C(Nc2ccccc2)=C1,C18H22N2O2,0,299.175404410812,6PPD-quinone,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UBMGKRIXKUIXFQ,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,16.0,15.0,150.0,train,False,False
UBORTCNDUKBEOP,O=c1[nH]c(=O)c2ncn(C3CCCO3)c2[nH]1,C10H12N4O6,0,285.082960570812,Xanthosine,8,10;20;30;40;50;60;70,7,V,True,True,False,UBORTCNDUKBEOP,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,32.0,27.0,50.0,train,False,False
UFEODZBUAFNAEU,N=C(C1=NOCCO1)c1ccccc1Oc1cc(Oc2ccccc2)ncn1,C21H16ClFN4O5,0,459.086601978812,Fluoxastrobin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UFEODZBUAFNAEU,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,28.0,25.0,150.0,train,False,False
UFNOUKDBUJZYDE,c1ccc(C(CC2CC2)Cn2cncn2)cc1,C15H18ClN3O,0,292.12111634281194,Cyproconazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,UFNOUKDBUJZYDE,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,10.0,6.0,50.0,train,False,False
UGDNEIBQZNPTEF,c1ccc([PH+](c2ccccc2)c2ccccc2)cc1,C24H26O2P+,1,378.173769588902,[4(Acetyloxy)butyl](triphenyl)phosphonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,UGDNEIBQZNPTEF,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
UGJMXCAKCUNAIE,C1CCCCC1,C9H17NO2,0,172.13320525081198,Gabapentin,6,10;20;30;40;50,5,V,True,True,False,UGJMXCAKCUNAIE,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,19.0,15.0,40.0,train,False,False
UHDGCWIWMRVCDJ,O=c1ncccn1C1CCCO1,C9H13N3O5,0,244.092796982812,Cytidine,14,10;20;30;40;50;60;70;80;90;100;110;120;130,13,V,True,True,False,UHDGCWIWMRVCDJ,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,38.0,29.0,90.0,train,False,False
UHGULLIUJBCTEF,c1ccc2scnc2c1,C7H6N2S,0,151.03244565881198,2-Aminobenzothiazole,9,10;20;30;40;50;60;70;80,8,V,True,True,False,UHGULLIUJBCTEF,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,33.0,25.0,80.0,train,False,False
UJHKVYPPCJBOSG,c1ccccc1,C13H18O3,0,223.132870902812,2-Hydroxyibuprofen,1,40,1,V,True,True,False,UJHKVYPPCJBOSG,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
UKILEIRWOYBGEJ,c1ccc(CSc2nc3ccccc3[nH]2)nc1,C16H15F2N3O3S,0,368.08749524681195,Pantoprazole sulfide,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UKILEIRWOYBGEJ,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,11.0,11.0,140.0,train,False,False
UKNHQPDCWMADJW,O=c1ncnc2n(C3CCCO3)[nH]cc1-2,C10H12N4O5,0,269.08804595081205,Allopurinol riboside,9,10;20;30;40;50;60;70;80,8,V,True,True,False,UKNHQPDCWMADJW,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,True
ULBZAXDVMDGCJQ,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,C28H44NO2+,1,427.34393253490197,Methylbenzethonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,ULBZAXDVMDGCJQ,2025-01-17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,False,False
ULGZDMOVFRHVEP,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,C37H67NO13,0,734.468517670812,Erythromycin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,ULGZDMOVFRHVEP,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,54.0,40.0,150.0,test,False,False
UMOWYCSSGJQQHE,c1ccc([P+](c2ccccc2)(c2ccccc2)C2CC2)cc1,C21H20P+,1,304.136990156902,Cyclopropyltriphenylphosphonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,UMOWYCSSGJQQHE,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
UNBOSJFEZZJZLR,c1ccc(N=Nc2ccccc2)cc1,C12H10N4O2,0,243.08765202681198,Disperse orange 3,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,UNBOSJFEZZJZLR,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
UOKRBSXOBUKDGE,__ACYCLIC__UOKRBSXOBUKDGE,C4H11O3P,0,139.051857308812,Butylphosphonic acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UOKRBSXOBUKDGE,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,3.0,3.0,30.0,train,False,False
UONLDZHKYCFZRW,C(CCCNC1CCNCC1)CCNC1CCNCC1,C26H50N4O2,0,451.400653306812,"N-[6-[formyl-(2,2,6,6-tetramethylpiperidin-4-yl)amino]hexyl]-N-(2,2,6,6-tetramethylpiperidin-4-yl)formamide",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UONLDZHKYCFZRW,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,14.0,14.0,150.0,val,False,False
UPWPIFMHSFSVLE,c1ccc2sc(NC3CCCCC3)nc2c1,C13H16N2S,0,233.11069597881198,"N-Cyclohexyl-1,3-benzothiazol-2-amine",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UPWPIFMHSFSVLE,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,27.0,25.0,150.0,train,False,False
UQRLKWGPEVNVHT,c1ccccc1,C6H5Cl2N,0,161.98718098681198,"3,5-Dichloroaniline",9,10;20;30;40;50;60;70;80,8,V,True,True,False,UQRLKWGPEVNVHT,2025-01-17,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,9.0,9.0,80.0,train,False,False
UREBDLICKHMUKA,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,C22H29FO5,0,393.20717871481196,Betamethasone,32,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UREBDLICKHMUKA,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,11.0,9.0,20.0,train,False,False
USAWIVMZUYOXCF,c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,C14H10N4O2,0,267.087652026812,Valsartanic acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,USAWIVMZUYOXCF,2025-01-17,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,16.0,16.0,150.0,test,False,False
USFPINLPPFWTJW,c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C24H20P+,1,340.136990156902,Tetraphenylphosphonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,USFPINLPPFWTJW,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
USSIQXCVUWKGNF,c1ccc(Cc2ccccc2)cc1,C21H27NO,0,310.21654095081203,Methadone,17,10;20;30;35;40;50;60;70;80;90;100;110;120;130;140;150,16,V,True,True,False,USSIQXCVUWKGNF,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,26.0,25.0,150.0,train,False,False
UTBVIMLZIRIFFR,c1ccc2scnc2c1,C8H7NS2,0,182.00926769081198,2-(Methylthio)benzothiazole,14,10;20;30;40;50;60;70;80;90;100;110;130;140,13,V,True,True,False,UTBVIMLZIRIFFR,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,22.0,13.0,60.0,train,False,False
UTGQNNCQYDRXCH,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,C18H16N2,0,261.138624978812,"N,N`-diphenyl-p-phenylenediamine",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UTGQNNCQYDRXCH,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,9.0,8.0,70.0,train,False,False
UURAUHCOJAIIRQ,O=C1CCC23CCCCCC(CCC2)C13,C28H47NO4S,0,494.329856450812,Tiamulin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UURAUHCOJAIIRQ,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,37.0,33.0,150.0,val,False,False
UUWJNBOCAPUTBK,O=c1nc[nH]c2[nH]cnc12,C6H7N5O,0,166.07233631081198,9-Methylguanine,5,10;20;30;40,4,V,True,True,False,UUWJNBOCAPUTBK,2025-01-17,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,5.0,5.0,40.0,train,False,False
UVCJGUGAGLDPAA,c1ccc(-c2nc3ccccc3[nH]2)cc1,C13H10N2O3S,0,275.048489646812,2-Phenylbenzimidazole-5-sulfonic acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,UVCJGUGAGLDPAA,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,26.0,24.0,120.0,train,False,False
UVCPHBWNKAXVPC,C1CC[NH2+]CC1,C10H22N+,1,157.18195259090197,1-Butyl-1-methylpiperidinium,11,10;20;30;40;50;60;70;80;90;110,10,V,True,True,True,UVCPHBWNKAXVPC,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,,,,,False,False
UWHCKJMYHZGTIT,__ACYCLIC__UWHCKJMYHZGTIT,C8H18O5,0,195.122700142812,Tetraethylene glycol,20,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,UWHCKJMYHZGTIT,2025-01-17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,1.0,0.0,,train,False,False
