library,SpectrumID,Compound_Name,Adduct,Instrument,Ion_Mode,Precursor_MZ,Smiles,create_time,key
LDB_NEGATIVE,CCMSLIB00005719434,Galapagin,[M+Cl],Orbitrap,Negative,459.106,O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C)c3oc(C)cc(=O)c3c(O)c2C)O[C@@H]1COC(=O)C,2020-03-23 11:18:23.0,NJRLDXGREKHXGV
LDB_NEGATIVE,CCMSLIB00005719435,Galapagin,[M-H+HCOOH],Orbitrap,Negative,469.135,O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C)c3oc(C)cc(=O)c3c(O)c2C)O[C@@H]1COC(=O)C,2020-03-23 11:18:23.0,NJRLDXGREKHXGV
LDB_NEGATIVE,CCMSLIB00005719436,Roccellin,[2M-H+HCOOH],Orbitrap,Negative,949.261,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:18:23.0,AFCAWRFTSGVRQA
LDB_NEGATIVE,CCMSLIB00005719437,Roccellin,[M-H],Orbitrap,Negative,451.124,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:18:23.0,AFCAWRFTSGVRQA
LDB_NEGATIVE,CCMSLIB00005719438,Roccellin,[M-H+HCOOH],Orbitrap,Negative,497.129,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:18:23.0,AFCAWRFTSGVRQA
LDB_NEGATIVE,CCMSLIB00005719439,Rupicolin (sordidone),[M-H],Orbitrap,Negative,239.011,Cc1cc(=O)c2c(o1)c(c(c(c2O)C)O)Cl,2020-03-23 11:18:23.0,OFIWISPGMYFUGQ
LDB_NEGATIVE,CCMSLIB00005719440,Isoevernic acid,[2M-H],Orbitrap,Negative,363.108,O=C(O)c1c(C)cc(O)cc1OC,2020-03-23 11:18:23.0,HKYUPCAKFRQXJI
LDB_NEGATIVE,CCMSLIB00005719441,Isoevernic acid,[M-H],Orbitrap,Negative,181.05,O=C(O)c1c(C)cc(O)cc1OC,2020-03-23 11:18:23.0,HKYUPCAKFRQXJI
LDB_NEGATIVE,CCMSLIB00005719442,Isoevernic acid,[M+Cl],Orbitrap,Negative,217.027,O=C(O)c1c(C)cc(O)cc1OC,2020-03-23 11:18:23.0,HKYUPCAKFRQXJI
LDB_NEGATIVE,CCMSLIB00005719443,Anziaic acid,[2M-2H+Na],Orbitrap,Negative,881.372,CCCCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCCCC)C(=O)O)O)O)O,2020-03-23 11:18:23.0,BEFYPHLCGVCBFF
LDB_NEGATIVE,CCMSLIB00005719444,Anziaic acid,[2M-H],Orbitrap,Negative,859.391,CCCCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCCCC)C(=O)O)O)O)O,2020-03-23 11:18:23.0,BEFYPHLCGVCBFF
LDB_NEGATIVE,CCMSLIB00005719445,Anziaic acid,[M-H],Orbitrap,Negative,429.191,CCCCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCCCC)C(=O)O)O)O)O,2020-03-23 11:18:23.0,BEFYPHLCGVCBFF
LDB_NEGATIVE,CCMSLIB00005719446,Arthoniaic acid,[2M-H],Orbitrap,Negative,1055.46,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:18:23.0,DGXLEDCXMIJNPJ
LDB_NEGATIVE,CCMSLIB00005719447,Arthoniaic acid,[M-H],Orbitrap,Negative,527.228,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:18:23.0,DGXLEDCXMIJNPJ
LDB_NEGATIVE,CCMSLIB00005719448,Arthoniaic acid,[M-H+HCOOH],Orbitrap,Negative,573.234,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:18:23.0,DGXLEDCXMIJNPJ
LDB_NEGATIVE,CCMSLIB00005719449,Barbatic acid,[2M-2H+Na],Orbitrap,Negative,741.216,Cc1cc(OC(=O)c2c(O)c(C)c(OC)cc2C)c(C)c(O)c1C(=O)O,2020-03-23 11:18:23.0,NMKBRSYSHBPUPY
LDB_NEGATIVE,CCMSLIB00005719450,Barbatic acid,[M-H],Orbitrap,Negative,359.113,Cc1cc(OC(=O)c2c(O)c(C)c(OC)cc2C)c(C)c(O)c1C(=O)O,2020-03-23 11:18:23.0,NMKBRSYSHBPUPY
LDB_NEGATIVE,CCMSLIB00005719451,Diffractaic acid,[2M-2H+Na],Orbitrap,Negative,769.247,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:18:23.0,MIJKZXWOOXIEEU
LDB_NEGATIVE,CCMSLIB00005719452,Diffractaic acid,[M-H],Orbitrap,Negative,373.129,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:18:23.0,MIJKZXWOOXIEEU
LDB_NEGATIVE,CCMSLIB00005719453,Erythrin,[2M-H],Orbitrap,Negative,843.235,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:18:23.0,BUBBEHCXSMCYNY
LDB_NEGATIVE,CCMSLIB00005719454,Erythrin,[M-H],Orbitrap,Negative,421.113,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:18:23.0,BUBBEHCXSMCYNY
LDB_NEGATIVE,CCMSLIB00005719455,Erythrin,[M+Cl],Orbitrap,Negative,457.09,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:18:23.0,BUBBEHCXSMCYNY
LDB_NEGATIVE,CCMSLIB00005719456,Erythrin,[M-2H+Na],Orbitrap,Negative,443.095,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:18:23.0,BUBBEHCXSMCYNY
LDB_NEGATIVE,CCMSLIB00005719457,Glomellic acid,[2M-2H+Na],Orbitrap,Negative,965.321,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,QZZMDINWSWWNKM
LDB_NEGATIVE,CCMSLIB00005719458,Glomellic acid,[2M-H],Orbitrap,Negative,943.339,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,QZZMDINWSWWNKM
LDB_NEGATIVE,CCMSLIB00005719459,Glomellic acid,[M-H],Orbitrap,Negative,471.165,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,QZZMDINWSWWNKM
LDB_NEGATIVE,CCMSLIB00005719460,Glomelliferic acid,[2M-2H+Na],Orbitrap,Negative,937.362,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,PKLMGLZTAHCGBQ
LDB_NEGATIVE,CCMSLIB00005719461,Glomelliferic acid,[2M-H],Orbitrap,Negative,915.38,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,PKLMGLZTAHCGBQ
LDB_NEGATIVE,CCMSLIB00005719462,Glomelliferic acid,[M-H],Orbitrap,Negative,457.186,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:18:23.0,PKLMGLZTAHCGBQ
LDB_NEGATIVE,CCMSLIB00005719463,Lecanoric acid,[2M-2H+Na],Orbitrap,Negative,657.122,Oc1c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(C)cc(O)c1,2020-03-23 11:18:23.0,HEMSJKZDHNSSEW
LDB_NEGATIVE,CCMSLIB00005719464,Lecanoric acid,[2M-H],Orbitrap,Negative,635.14,Oc1c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(C)cc(O)c1,2020-03-23 11:18:23.0,HEMSJKZDHNSSEW
LDB_NEGATIVE,CCMSLIB00005719465,Lecanoric acid,[M-H],Orbitrap,Negative,317.066,Oc1c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(C)cc(O)c1,2020-03-23 11:18:23.0,HEMSJKZDHNSSEW
LDB_NEGATIVE,CCMSLIB00005719466,Merochlorophaeic acid,[2M-2H+Na],Orbitrap,Negative,913.362,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,AAKHGLJWUOZNTQ
LDB_NEGATIVE,CCMSLIB00005719467,Merochlorophaeic acid,[2M-H],Orbitrap,Negative,891.38,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,AAKHGLJWUOZNTQ
LDB_NEGATIVE,CCMSLIB00005719468,Merochlorophaeic acid,[M-H],Orbitrap,Negative,445.186,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,AAKHGLJWUOZNTQ
LDB_NEGATIVE,CCMSLIB00005719469,Olivetoric acid,[2M-H],Orbitrap,Negative,943.412,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:18:23.0,VZPLPGICHZXOCQ
LDB_NEGATIVE,CCMSLIB00005719470,Olivetoric acid,[M-H],Orbitrap,Negative,471.202,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:18:23.0,VZPLPGICHZXOCQ
LDB_NEGATIVE,CCMSLIB00005719471,Planaic acid,[2M-2H+Na],Orbitrap,Negative,965.466,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,FNJKTDQIJKLZGZ
LDB_NEGATIVE,CCMSLIB00005719472,Planaic acid,[2M-H],Orbitrap,Negative,943.484,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,FNJKTDQIJKLZGZ
LDB_NEGATIVE,CCMSLIB00005719473,Planaic acid,[M-H],Orbitrap,Negative,471.238,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,FNJKTDQIJKLZGZ
LDB_NEGATIVE,CCMSLIB00005719474,Planaic acid,[M-H+HCOOH],Orbitrap,Negative,517.244,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:18:23.0,FNJKTDQIJKLZGZ
LDB_NEGATIVE,CCMSLIB00005719475,Sekikaic acid,[2M-2H+Na],Orbitrap,Negative,857.3,Oc1c(C(=O)Oc2c(OC)cc(c(C(=O)O)c2O)CCC)c(CCC)cc(OC)c1,2020-03-23 11:18:23.0,CPHXGYQLOSNELY
LDB_NEGATIVE,CCMSLIB00005719476,Sekikaic acid,[M-H],Orbitrap,Negative,417.155,Oc1c(C(=O)Oc2c(OC)cc(c(C(=O)O)c2O)CCC)c(CCC)cc(OC)c1,2020-03-23 11:18:23.0,CPHXGYQLOSNELY
LDB_NEGATIVE,CCMSLIB00005719477,Sekikaic acid,[M-2H+Na],Orbitrap,Negative,439.137,Oc1c(C(=O)Oc2c(OC)cc(c(C(=O)O)c2O)CCC)c(CCC)cc(OC)c1,2020-03-23 11:18:23.0,CPHXGYQLOSNELY
LDB_NEGATIVE,CCMSLIB00005719478,Squamatic acid,[2M-2H+Na],Orbitrap,Negative,801.164,Oc1c(C(=O)Oc2cc(C)c(c(O)c2C)C(=O)O)c(C)cc(OC)c1C(=O)O,2020-03-23 11:18:23.0,WCWYEXBIRSSVGF
LDB_NEGATIVE,CCMSLIB00005719479,Squamatic acid,[M-H],Orbitrap,Negative,389.087,Oc1c(C(=O)Oc2cc(C)c(c(O)c2C)C(=O)O)c(C)cc(OC)c1C(=O)O,2020-03-23 11:18:23.0,WCWYEXBIRSSVGF
LDB_NEGATIVE,CCMSLIB00005719480,Squamatic acid,[M-2H+Na],Orbitrap,Negative,411.069,Oc1c(C(=O)Oc2cc(C)c(c(O)c2C)C(=O)O)c(C)cc(OC)c1C(=O)O,2020-03-23 11:18:23.0,WCWYEXBIRSSVGF
LDB_NEGATIVE,CCMSLIB00005719481,Divaricatic acid,[2M-2H+Na],Orbitrap,Negative,797.279,CCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCC)C(=O)O)O)O)OC,2020-03-23 11:18:23.0,FSRDIJIAQPSMMR
LDB_NEGATIVE,CCMSLIB00005719482,Divaricatic acid,[2M-H],Orbitrap,Negative,775.297,CCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCC)C(=O)O)O)O)OC,2020-03-23 11:18:23.0,FSRDIJIAQPSMMR
LDB_NEGATIVE,CCMSLIB00005719483,Divaricatic acid,[M-H],Orbitrap,Negative,387.144,CCCc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CCC)C(=O)O)O)O)OC,2020-03-23 11:18:23.0,FSRDIJIAQPSMMR
LDB_NEGATIVE,CCMSLIB00005719484,Miriquidic acid,[2M-2H+Na],Orbitrap,Negative,937.362,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,2020-03-23 11:18:23.0,UCYIOAVHQGSYLP
LDB_NEGATIVE,CCMSLIB00005719485,Miriquidic acid,[2M-H],Orbitrap,Negative,915.38,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,2020-03-23 11:18:23.0,UCYIOAVHQGSYLP
LDB_NEGATIVE,CCMSLIB00005719486,Miriquidic acid,[M-H],Orbitrap,Negative,457.186,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,2020-03-23 11:18:23.0,UCYIOAVHQGSYLP
LDB_NEGATIVE,CCMSLIB00005719487,Crustinic acid,[2M-H],Orbitrap,Negative,967.193,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2c(C)c(C(=O)O)c(O)cc2O)c(C)c1,2020-03-23 11:18:23.0,PXEWPVIKVBSHLU
LDB_NEGATIVE,CCMSLIB00005719488,Crustinic acid,[M-H],Orbitrap,Negative,483.093,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2c(C)c(C(=O)O)c(O)cc2O)c(C)c1,2020-03-23 11:18:23.0,PXEWPVIKVBSHLU
LDB_NEGATIVE,CCMSLIB00005719489,Crustinic acid,[M-2H+Na],Orbitrap,Negative,505.075,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2c(C)c(C(=O)O)c(O)cc2O)c(C)c1,2020-03-23 11:18:23.0,PXEWPVIKVBSHLU
LDB_NEGATIVE,CCMSLIB00005719490,Ovoic acid,[M-H],Orbitrap,Negative,481.113,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(OC)c(C(=O)Oc2cc(O)c(C(=O)O)c(C)c2)c(C)c1,2020-03-23 11:18:23.0,BXLGBRLDRRZQKR
LDB_NEGATIVE,CCMSLIB00005719491,Gyrophoric acid,[2M-2H+Na],Orbitrap,Negative,957.185,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2cc(O)c(C(=O)O)c(C)c2)c(C)c1,2020-03-23 11:18:23.0,ATQPZSQVWCPVGV
LDB_NEGATIVE,CCMSLIB00005719492,Gyrophoric acid,[2M-H],Orbitrap,Negative,935.203,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2cc(O)c(C(=O)O)c(C)c2)c(C)c1,2020-03-23 11:18:23.0,ATQPZSQVWCPVGV
LDB_NEGATIVE,CCMSLIB00005719493,Gyrophoric acid,[M-H],Orbitrap,Negative,467.098,Cc1c(c(O)cc(O)c1)C(=O)Oc1cc(O)c(C(=O)Oc2cc(O)c(C(=O)O)c(C)c2)c(C)c1,2020-03-23 11:18:23.0,ATQPZSQVWCPVGV
LDB_NEGATIVE,CCMSLIB00005719494,Argopsin,[2M-2H+Na],Orbitrap,Negative,813.008,Cc1c2c(Oc3c(OC2=O)c(c(c(c3C)Cl)OC)C)c(C=O)c(O)c1Cl,2020-03-23 11:18:23.0,SNNDIPJEAQAKTJ
LDB_NEGATIVE,CCMSLIB00005719495,Argopsin,[M-H],Orbitrap,Negative,395.009,Cc1c2c(Oc3c(OC2=O)c(c(c(c3C)Cl)OC)C)c(C=O)c(O)c1Cl,2020-03-23 11:18:23.0,SNNDIPJEAQAKTJ
LDB_NEGATIVE,CCMSLIB00005719496,Caloploicin,[2M-2H+Na],Orbitrap,Negative,824.94,Cc1c2c(Oc3c(OC2=O)c(c(c(c3C)Cl)OC)C)c(Cl)c(O)c1Cl,2020-03-23 11:18:23.0,MTWNEIGWRWQLFS
LDB_NEGATIVE,CCMSLIB00005719497,Caloploicin,[M-H],Orbitrap,Negative,400.975,Cc1c2c(Oc3c(OC2=O)c(c(c(c3C)Cl)OC)C)c(Cl)c(O)c1Cl,2020-03-23 11:18:23.0,MTWNEIGWRWQLFS
LDB_NEGATIVE,CCMSLIB00005719498,Chlorovirensic acid,[M-H],Orbitrap,Negative,391.022,O=C1c2c(c(Cl)c(c(C=O)c2Oc2c(C)c(c(O)c(C)c2O1)C(=O)O)O)C,2020-03-23 11:18:23.0,NLEQXKZDZFGBFP
LDB_NEGATIVE,CCMSLIB00005719499,Constictic acid,[2M-H],Orbitrap,Negative,803.11,Cc1cc(c(c2c1C(=O)Oc1c(O2)c2c(c(c1CO)O)C(=O)OC2O)C=O)OC,2020-03-23 11:18:23.0,FYPCEUKJORJHDL
LDB_NEGATIVE,CCMSLIB00005719500,Constictic acid,[M-H+CH3OH],Orbitrap,Negative,433.077,Cc1cc(c(c2c1C(=O)Oc1c(O2)c2c(c(c1CO)O)C(=O)OC2O)C=O)OC,2020-03-23 11:18:23.0,FYPCEUKJORJHDL
LDB_NEGATIVE,CCMSLIB00005719501,Constictic acid,[M-H],Orbitrap,Negative,401.051,Cc1cc(c(c2c1C(=O)Oc1c(O2)c2c(c(c1CO)O)C(=O)OC2O)C=O)OC,2020-03-23 11:18:23.0,FYPCEUKJORJHDL
LDB_NEGATIVE,CCMSLIB00005719502,Dechlorodiploicin,[2M-H],Orbitrap,Negative,774.927,O=C1Oc2c(c(C)c(Cl)c(OC)c2)Oc2c(Cl)c(O)c(Cl)c(C)c12,2020-03-23 11:18:23.0,XEDMLQPKKYHCKK
LDB_NEGATIVE,CCMSLIB00005719503,Dechlorodiploicin,[M-H+CH3OH],Orbitrap,Negative,418.986,O=C1Oc2c(c(C)c(Cl)c(OC)c2)Oc2c(Cl)c(O)c(Cl)c(C)c12,2020-03-23 11:18:23.0,XEDMLQPKKYHCKK
LDB_NEGATIVE,CCMSLIB00005719504,Dechlorodiploicin,[M-H],Orbitrap,Negative,386.959,O=C1Oc2c(c(C)c(Cl)c(OC)c2)Oc2c(Cl)c(O)c(Cl)c(C)c12,2020-03-23 11:18:23.0,XEDMLQPKKYHCKK
LDB_NEGATIVE,CCMSLIB00005719505,Lividic acid,[2M-2H+Na],Orbitrap,Negative,1021.38,O=C1c2c(CC(=O)CCCCC)cc(OC)c(O)c2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,YFNNJORBJZUGCV
LDB_NEGATIVE,CCMSLIB00005719506,Lividic acid,[2M-H],Orbitrap,Negative,999.401,O=C1c2c(CC(=O)CCCCC)cc(OC)c(O)c2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,YFNNJORBJZUGCV
LDB_NEGATIVE,CCMSLIB00005719507,Lividic acid,[M-H],Orbitrap,Negative,499.197,O=C1c2c(CC(=O)CCCCC)cc(OC)c(O)c2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,YFNNJORBJZUGCV
LDB_NEGATIVE,CCMSLIB00005719508,Lobaric acid,[2M-2H+Na],Orbitrap,Negative,933.331,O=C1c2c(C(=O)CCCC)cc(OC)cc2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,JHEWMLHQNRHTQX
LDB_NEGATIVE,CCMSLIB00005719509,Lobaric acid,[2M-H],Orbitrap,Negative,911.349,O=C1c2c(C(=O)CCCC)cc(OC)cc2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,JHEWMLHQNRHTQX
LDB_NEGATIVE,CCMSLIB00005719510,Lobaric acid,[M-H+CH3OH],Orbitrap,Negative,487.197,O=C1c2c(C(=O)CCCC)cc(OC)cc2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,JHEWMLHQNRHTQX
LDB_NEGATIVE,CCMSLIB00005719511,Lobaric acid,[M-H],Orbitrap,Negative,455.171,O=C1c2c(C(=O)CCCC)cc(OC)cc2Oc2c(O1)cc(c(c2CCCCC)C(=O)O)O,2020-03-23 11:18:23.0,JHEWMLHQNRHTQX
LDB_NEGATIVE,CCMSLIB00005719512,Nornotatic acid,[2M-2H+Na],Orbitrap,Negative,681.122,O=C1c2c(C)cc(O)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,HETZRHDDRHBPKX
LDB_NEGATIVE,CCMSLIB00005719513,Nornotatic acid,[2M-H],Orbitrap,Negative,659.14,O=C1c2c(C)cc(O)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,HETZRHDDRHBPKX
LDB_NEGATIVE,CCMSLIB00005719514,Nornotatic acid,[M-H],Orbitrap,Negative,329.066,O=C1c2c(C)cc(O)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,HETZRHDDRHBPKX
LDB_NEGATIVE,CCMSLIB00005719515,Notatic acid,[2M-2H+Na],Orbitrap,Negative,709.153,O=C1c2c(C)cc(OC)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,IXEVSIMCIWOSQO
LDB_NEGATIVE,CCMSLIB00005719516,Notatic acid,[2M-H],Orbitrap,Negative,687.171,O=C1c2c(C)cc(OC)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,IXEVSIMCIWOSQO
LDB_NEGATIVE,CCMSLIB00005719517,Notatic acid,[M-H+CH3OH],Orbitrap,Negative,375.108,O=C1c2c(C)cc(OC)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,IXEVSIMCIWOSQO
LDB_NEGATIVE,CCMSLIB00005719518,Notatic acid,[M-H],Orbitrap,Negative,343.082,O=C1c2c(C)cc(OC)c(C)c2Oc2c(O1)cc(c(c2C)C(=O)O)O,2020-03-23 11:18:23.0,IXEVSIMCIWOSQO
LDB_NEGATIVE,CCMSLIB00005719519,Physodalic acid,[2M-2H+Na],Orbitrap,Negative,853.123,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)COC(=O)C,2020-03-23 11:18:23.0,SKXNIRUDASOCCN
LDB_NEGATIVE,CCMSLIB00005719520,Physodalic acid,[2M-H],Orbitrap,Negative,831.141,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)COC(=O)C,2020-03-23 11:18:23.0,SKXNIRUDASOCCN
LDB_NEGATIVE,CCMSLIB00005719521,Physodalic acid,[M-H],Orbitrap,Negative,415.066,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)COC(=O)C,2020-03-23 11:18:23.0,SKXNIRUDASOCCN
LDB_NEGATIVE,CCMSLIB00005719522,Stictic acid,[2M-2H+Na],Orbitrap,Negative,793.102,O=C1c2c(C)cc(OC)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 11:18:23.0,SKCUFZLDTAYNBZ
LDB_NEGATIVE,CCMSLIB00005719523,Stictic acid,[2M-H],Orbitrap,Negative,771.12,O=C1c2c(C)cc(OC)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 11:18:23.0,SKCUFZLDTAYNBZ
LDB_NEGATIVE,CCMSLIB00005719524,Stictic acid,[M-H+CH3OH],Orbitrap,Negative,417.082,O=C1c2c(C)cc(OC)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 11:18:23.0,SKCUFZLDTAYNBZ
LDB_NEGATIVE,CCMSLIB00005719525,Stictic acid,[M-H],Orbitrap,Negative,385.056,O=C1c2c(C)cc(OC)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 11:18:23.0,SKCUFZLDTAYNBZ
LDB_NEGATIVE,CCMSLIB00005719526,Variolaric acid,[2M-H],Orbitrap,Negative,627.078,O=C1c2c(C)cc(O)cc2Oc2c(O1)cc1c(c2O)C(=O)OC1,2020-03-23 11:18:23.0,LPUOVEFMUOQBFV
LDB_NEGATIVE,CCMSLIB00005719527,Variolaric acid,[M-H+CH3OH],Orbitrap,Negative,345.061,O=C1c2c(C)cc(O)cc2Oc2c(O1)cc1c(c2O)C(=O)OC1,2020-03-23 11:18:23.0,LPUOVEFMUOQBFV
LDB_NEGATIVE,CCMSLIB00005719528,Variolaric acid,[M-H],Orbitrap,Negative,313.035,O=C1c2c(C)cc(O)cc2Oc2c(O1)cc1c(c2O)C(=O)OC1,2020-03-23 11:18:23.0,LPUOVEFMUOQBFV
LDB_NEGATIVE,CCMSLIB00005719529,Virensic acid,[2M-2H+Na],Orbitrap,Negative,737.112,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)C,2020-03-23 11:18:23.0,FOKAHYDSEWGOHN
LDB_NEGATIVE,CCMSLIB00005719530,Virensic acid,[2M-H],Orbitrap,Negative,715.13,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)C,2020-03-23 11:18:23.0,FOKAHYDSEWGOHN
LDB_NEGATIVE,CCMSLIB00005719531,Virensic acid,[M-H],Orbitrap,Negative,357.061,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c(c2C)C(=O)O)O)C,2020-03-23 11:18:23.0,FOKAHYDSEWGOHN
