key,scaffold_group,name,smiles,labs,instrument_types,instrument_models,n_records,ce_strings_by_lab,max_distinct_ce_strings_within_one_lab,max_distinct_single_numeric_ce_within_one_lab,mh_in_dev_range,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_C,pass_B
UAHWPYUMFXYFJY,__ACYCLIC__UAHWPYUMFXYFJY,Myrcene,CC(=CCCC(=C)C=C)C,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,5,1,False,False
UBORTCNDUKBEOP,c1ncc2ncn(C3CCCO3)c2n1,XANTHOSINE,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,0,False,False
UCMIRNVEIXFBKS,__ACYCLIC__UCMIRNVEIXFBKS,beta-Alanine,NCCC(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,5,1,False,False
UCTWMZQNUQWSLP,c1ccccc1,Epinephrine,CNC[C@H](O)C1=CC(O)=C(O)C=C1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,2,2,False,False
UDMBCSSLTHHNCD,c1ncc2ncn(C3CCCO3)c2n1,Adenosine monophosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,4,2,False,False
UEFXHAIMDIUNBV,C=C1C(=O)OC2C=CC3CCC(CCC12)O3,"Niveusin C, des-3-hydroxy",C\C=C(\C)C(=O)O[C@@H]3C[C@@]1(C)O[C@@H](C[C@@H]1O)C(C)=C[C@@H]2OC(=O)C(=C)[C@@H]23,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,6,0,True,True
UELPQYXGRIZTHA,C=C1C(=O)OC2C=CCCC3OC3CCC12,Rotundin,C/C=C(/C)\C(=O)O[C@@H]1C[C@@]2([C@H](O2)C[C@@H](/C(=C\[C@@H]3[C@@H]1C(=C)C(=O)O3)/C)O)COC(=O)C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,4,0,True,True
UFAHZIUFPNSHSL,__ACYCLIC__UFAHZIUFPNSHSL,Propionylcarnitine,CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
UFIVEPVSAGBUSI,O=C1CCNC(=O)N1,DIHYDROOROTATE,OC(=O)C1CC(=O)NC(=O)N1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,1,1,False,False
UFULAYFCSOUIOV,__ACYCLIC__UFULAYFCSOUIOV,Cysteamine,NCCS,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,False,True,True,,True,False,False,False,False,True,True,False,0,0,False,False
UFYKDFXCZBTLOO,__ACYCLIC__UFYKDFXCZBTLOO,GLUCOSAMINATE,C(C(C(C(C(C(=O)O)N)O)O)O)O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,1,1,False,False
UGQMRVRMYYASKQ,O=c1nc[nH]c2c1ncn2C1CCCO1,Inosine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1NC=NC2=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,False,True,True,,True,False,False,False,False,True,True,False,2,0,False,False
UHDGCWIWMRVCDJ,O=c1ncccn1C1CCCO1,Cytidine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
UIJIQXGRFSPYQW,c1ncc2[nH]cnc2n1,THIOPURINE S-METHYLETHER,CSC1=NC=NC2=C1NC=N2,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
UIKROCXWUNQSPJ,O=C1CCC(c2cccnc2)N1,Cotinine,CN1C(CCC1=O)C1=CN=CC=C1,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,False,False,False,False,True,True,False,4,1,False,False
UIRIUZIQDZUXQT,c1ccc(CC2CCC3C2CCC2C4CCCCC4CCC23)nc1,"(20R)-3beta,16beta-Diacetoxy-20-(5-methyl-pyridyl)-5alpha-pregnan-20-ol",C[C@](O)(C1=NC=C(C)C=C1)[C@H]2[C@@H](OC(C)=O)C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](OC(C)=O)CC[C@]5(C)[C@@]4([H])CC[C@]23C,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
UKAUYVFTDYCKQA,__ACYCLIC__UKAUYVFTDYCKQA,L-Homoserine,N[C@@H](CCO)C(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,6,1,False,False
UKFXDFUAPNAMPJ,__ACYCLIC__UKFXDFUAPNAMPJ,ETHYLMALONATE,CCC(C(O)=O)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,True,True,False,2,0,True,True
ULQWKETUACYZLI,__ACYCLIC__ULQWKETUACYZLI,Dihomo-gamma-Linolenoyl ethanolamide,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)NCCO,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
ULSIYEODSMZIPX,c1ccccc1,PHENYLETHANOLAMINE,NCC(O)C1=CC=CC=C1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,9,8,False,False
ULSUXBXHSYSGDT,O=c1cc(-c2ccccc2)oc2ccccc12,Tangeretin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,11,6,False,False
UMVSOHBRAQTGQI,C=C1C(=O)OC2C3C=CC(=O)C3=CCC(OC(=O)Cc3ccccc3)C12,lactucopicrin,CC1=C2C(C3C(C(C1)OC(=O)CC4=CC=C(C=C4)O)C(=C)C(=O)O3)C(=CC2=O)CO,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,val,False,True,False,False,,False,False,False,False,False,False,False,False,7,1,False,False
URFCJEUYXNAHFI,O=C1CC(c2ccccc2)Oc2ccccc21,pinocembrin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,13,3,False,False
URPVDDXMEZAEJY,O=c1c2ccccc2[nH]c2ccccc12,melicopicine,CN1C2=CC=CC=C2C(=O)C3=C1C(=C(C(=C3OC)OC)OC)OC,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,9,0,False,True
USMGBEDASIFJNA,C=C1C(=O)OC2C3=CCCCC3CCC12,Tirotundifolin B,CC(O)C(=C)C(=O)O[C@@H]1C[C@@]3(C)[C@H](O)CCC(C)=C3[C@H]2OC(=O)C(=C)[C@H]12,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,6,0,False,True
UUSBJNDAAOUQAC,c1ccccc1,N-CaffeoylAgmatine,C1=CC(=C(C=C1C=CC(=O)NCCCCN=C(N)N)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",2,"{""MC19"": [""35eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
UWQYBLOHTQWSQD,O=c1cc(-c2ccccc2)oc2ccccc12,mulberrin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)C,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
UXAFRQPVHYZDED,O=c1cccc2c(c1)CCCc1cc(OC3CCCCO3)ccc1-2,Colchicoside,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,False,,False,True,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,False,False,False,False,True,False,False,0,0,False,False
UYEUUXMDVNYCAM,O=c1[nH]c(=O)c2nccnc2[nH]1,"2,4-DIHYDROXYPTERIDINE",C1=CN=C2C(=N1)C(=O)NC(=O)N2,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,1,1,False,False
UYPYRKYUKCHHIB,__ACYCLIC__UYPYRKYUKCHHIB,Trimethylamine N-oxide,C[N+](C)(C)[O-],MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,3,1,False,False
UYTPUPDQBNUYGX,O=c1nc[nH]c2nc[nH]c12,GUANINE,NC1=NC(=O)C2=C(N1)N=CN2,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,False,False,False,,True,False,False,False,False,False,False,False,3,0,False,False
UZTFMUBKZQVKLK,__ACYCLIC__UZTFMUBKZQVKLK,4-ACETAMIDOBUTANOATE,CC(=O)NCCCC(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
VBJUSTDQWZEPOB,C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,"(22S,25S)-22,26-Nitrosepimino-5alpha-cholestan-3beta-16alpha-diol",C[C@@]12[C@](CC[C@]3([H])[C@@]([H])2CC[C@@]4(C)[C@@]3([H])C[C@@H](O)[C@]4([H])[C@H](C)[C@@H]5CC[C@H](C)CN5N=O)([H])C[C@@H](O)CC1,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
VCCNKWWXYVWTLT,O=c1cc(-c2ccccc2)oc2cc(OC3OCCCC3OC3CCCCO3)ccc12,Neodiosmin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,False,False,9,2,False,False
VCKKOKFHYUHPPZ,C1CCC2C(C1)CCC1C2CCC2C1CC1C2CC2CCCCN21,3alpha-Amino-5alpha-solanidan,N[C@@H]1CC[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6)([H])C1,MC01,APCI-ITFT,Orbitrap Elite,2,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
VCKPUUFAIGNJHC,c1ccccc1,Hydroxykynurenine,NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,2,1,False,False
VCYNHQOAZQMPOJ,O=C1CCC2C(CCC3C2CCC2C4CC5(CCCCN5)OC4CC23)C1,"(22R,25R)-5alpha-Spirosolan-3-on",O=C1CC2CCC3C4CC5OC6(NCC(C)CC6)C(C)C5C4(C)CCC3C2(C)CC1,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,2,0,True,True
VEPUCZUJLKAVNM,c1ccccc1,Ginkgolic acid C13:0,CCCCCCCCCCCCCC1=C(C(O)=O)C(O)=CC=C1,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,9,1,False,False
VEYYWZRYIYDQJM,__ACYCLIC__VEYYWZRYIYDQJM,N-Alpha-acetyllysine,CC(=O)NC(CCCCN)C(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,9,1,False,False
VFFNZZXXTGXBOG,O=C1CCCO1,N-Butyryl-L-homoserine lactone,CCCC(=O)N[C@H]1CCOC1=O,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,7,1,False,False
VGONTNSXDCQUGY,O=c1[nH]cnc2c1ncn2C1CCCO1,Deoxyinosine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,3,1,False,False
VHBGSNIGTMGOSL,C1CCC2C(C1)CCC1C2CCC23CNCC2CCC13,"5,6-Dihydroconimin",C[C@@]12C(CC[C@]3([H])[C@@]([H])2CC[C@@]45[C@@]3([H])CC[C@@]4([C@H](C)NC5)[H])C[C@@H](NC)CC1,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
VHOPIWUPYREUSE,c1ccccc1,N-Feruloyl Lysine,COc1cc(/C=C/C(=O)NCCCCC(N)C(=O)O)ccc1O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""35eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,2,2,False,False
VHRGRCVQAFMJIZ,__ACYCLIC__VHRGRCVQAFMJIZ,Cadaverine,NCCCCCN,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,1,1,False,False
VJQAFLAZRVKAKM,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,lactucin,CC1=C2C(C3C(C(C1)O)C(=C)C(=O)O3)C(=CC2=O)CO,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,10,1,False,False
VJSBNBBOSZJDKB,__ACYCLIC__VJSBNBBOSZJDKB,Cer(d18:1/24:1(15Z)),CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
VKWNXJLVNFOOOS,C=C1C(=O)OC2CCC3CCC(CCC12)O3,Tirotundin,C[C@H]1C[C@@H]2[C@@H]([C@@H](C[C@@]3(CC[C@]1(O3)O)C)OC(=O)C(C)C)C(=C)C(=O)O2,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,2,0,True,True
VLBPIWYTPAXCFJ,__ACYCLIC__VLBPIWYTPAXCFJ,Lyso-PAF C16,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,False,False,,False,False,False,False,False,False,False,False,1,1,False,False
VOCGSQHKPZSIKB,O=C1CC(c2ccccc2)Oc2ccccc21,Bavachinin,CC(=CCC1=C(C=C2C(=C1)C(=O)CC(O2)C3=CC=C(C=C3)O)OC)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,8,1,False,False
VODZWWMEJITOND,__ACYCLIC__VODZWWMEJITOND,Ceramide (d18:1/18:0),CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,False,False,,False,False,False,False,False,False,False,False,1,1,False,False
VPAOSFFTKWUGAD,O=c1ccc2ccc(OC3CCCCO3)cc2o1,Skimmin,C1=CC(=CC2=C1C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
VPGRYOFKCNULNK,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,DEOXYCORTICOSTERONE ACETATE,CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,7,2,False,False
VQAXHKAKPDMJCX,C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,"(20R,22S,25S)-3beta,16alpha-Diacetoxy-22,26-acetimino-5alpha-cholestan-20-ol",C[C@H](CN1C(C)=O)CC[C@H]1[C@](C)(O)[C@H]2[C@H](OC(C)=O)C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](OC(C)=O)CC[C@]5(C)[C@@]4([H])CC[C@]23C,MC01,APCI-ITFT,Orbitrap Elite,2,"{""MC01"": [""35 CID"", ""70 HCD""]}",2,2,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
VQMSRUREDGBWKT,c1ccc2ncccc2c1,4-QUINOLINECARBOXYLATE,C1=CC=C2C(=C1)C(=CC=N2)C(=O)O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,2,2,False,False
VRGZEPNGEFBVIZ,O=C1c2ccccc2C(=O)c2ccccc21,2-Hydroxy-1-methoxy anthraquinone,COC1=C(O)C=CC2=C1C(=O)C1=CC=CC=C1C2=O,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,True,False,26,3,False,False
VUIHARLRBGHPEA,O=C1C2=C(OCC2)C(=O)c2c1ccc1c2CCCC1,Sageone,CC1COC2=C1C(=O)C1=C(C2=O)C2=C(C=C1)C(C)(C)CCC2,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,4,0,True,True
VVHOUVWJCQOYGG,__ACYCLIC__VVHOUVWJCQOYGG,GUANIDINOSUCCINATE,NC(=N)N[C@@H](CC(O)=O)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,1,1,False,False
VVIUBCNYACGLLV,__ACYCLIC__VVIUBCNYACGLLV,Hypotaurine,NCCS(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,1,1,False,False
VYFYYTLLBUKUHU,c1ccccc1,Dopamine,NCCC1=CC(O)=C(O)C=C1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,2,2,False,False
