key,scaffold_group_census,in_design12b,reasons
BQASBBZVUNXTMM,O=C(NC1CCCCC1)c1ncc2ccccn12,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BQAVZGJJQFJSMW,c1ccc(C2CCN(c3ccn4c(CC5CC5)nnc4c3)CC2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQAWIDAQBDWCGH,O=C1CCCC(CCC=CCc2ccccc2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQAWUJRDPDWOQL,c1cnc2ccnn2c1,False,HEADER_READ_WELL_STUDY1
BQBSHJUQVIWEFM,c1ccc(CCNCCCOc2ccccc2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BQCKDTCSCJJWSG,c1ccc(C2=Nn3c(nnc3-c3nc4ccccc4s3)SC2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BQCNSTFWSKOWMA,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BQCQUSWZXHRQBW,c1ccc(CN(Cc2ccccc2)C2CCCCC2)cc1,False,HEADER_READ_WELL_STUDY1
BQDNSZYEPKFATH,c1ccc(-n2cccn2)cc1,False,HEADER_READ_WELL_STUDY1
BQEBJEKXERPYPQ,O=C(NCCc1csc2nc(-c3ccccc3)nn12)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQEBQGCVTCUSCY,O=C(NCCn1ccc2ccccc21)Nc1c[nH]c2ccccc12,False,HEADER_READ_WELL_STUDY1
BQEDZLDNNBDKDS,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1
BQEQJAKHJTVAOO,O=C1C2C3c4ccccc4C(c4ccccc43)C2C(=O)N1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQFGPDYLAWLHIV,O=c1ccn(Cc2ccccc2)c2ccccc12,True,SCAFFOLD_GROUP_EXCLUDED
BQGDJSNYRFJBHK,O=C(Nc1ccnc2ccccc12)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQGKFMQOGFMYGK,O=C(CCn1cccc1)Nc1nc(-c2cccs2)cs1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQGRVFPPZJPWPB,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-NEG;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION
BQIPXWYNLPYNHW,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1
BQIVXBUAUNSLAJ,O=C(c1ccccc1)c1ccc2c(c1)C1CC3CCC(O2)C31,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQJCRHHNABKAKU,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED
BQJODPIMMWWMFC,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BQJRUJTZSGYBEZ,O=C1C=CC2C1CC=CC1C3CC3CCC21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQMMCRXYIIKAOB,c1ccc(Sc2c(C3CC3)n(-c3cn[nH]c3)c3ccccc23)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQMQTZXFGICBGL,O=C1CC(c2ccccc2)Sc2ccccc2N1,True,SCAFFOLD_GROUP_EXCLUDED
BQMSXDWLBUSNSH,O=c1[nH]cnc2sc(-c3ccccc3)cc12,True,SCAFFOLD_GROUP_EXCLUDED
BQMVHVYIQOQRNI,O=C(NCc1ccccc1)c1cn[nH]c1,False,HEADER_READ_WELL_STUDY1
BQNCTJWJLIVREX,c1ccc(-c2ccc(CNCc3cccnc3)o2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQNFGMDHFGCOMB,O=C1CNCc2ccccc2N1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQNXBSYSQXSXPT,c1ccc(CSc2nnc(-c3cnccn3)s2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQONTHSMNMRZIQ,O=C(NC1CCCC1)c1ccc2c(=O)[nH]c3nncn3c2c1,False,HEADER_READ_WELL_STUDY1
BQOVVEJDXLCQPF,O=C(c1cccnc1)n1cc(Sc2ccccc2)cn1,False,HEADER_READ_WELL_STUDY1
BQPPLPCARCAHEG,c1cnoc1,False,HEADER_READ_WELL_STUDY1
BQPRWZCEKZLBHL,O=c1ccc2ccc3occc3c2o1,True,SCAFFOLD_GROUP_EXCLUDED
BQPYEFAVIPEQIK,C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CCCCO5)CCO4)CCC3C2C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQQBMILQUDEPIK,O=C1CCCN1c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BQQFXHJUISSMEC,O=C(c1ccccc1)c1c[nH]c2ncccc12,False,HEADER_READ_WELL_STUDY1
BQQJATHOMQIZIW,c1ccncc1,False,HEADER_READ_WELL_STUDY1
BQQYXPHRXIZMDM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
BQRAYRCKMNJAFP,O=C(Nc1ccccn1)c1cnc(C2CC2)o1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQRISQXLSXCXSC,__ACYCLIC__BQRISQXLSXCXSC,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQROJYIEHOOQBY,c1ccc(Nc2nccc(NC3CC3)n2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQRVMBHTJRHSSG,O=C(c1cnn(-c2nccs2)c1)N1CCC2OCCNC2C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQSFQPJSZFITGG,O=c1[nH]ccn1-c1ccc(-c2nc(-c3cccnc3)no2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQSJTQLCZDPROO,c1ccc(-c2nccs2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BQSVXZOAUDBNAT,O=C(Nc1ccn(-c2ccccn2)n1)c1ccncn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQTPEPBAIFPEAD,c1ccc(CN2CC(n3cnc4ccccc43)C2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQTUJOWSIKHHNV,O=C1C2N=NN(c3ccccc3)C2C(=O)N1c1ccc2c(c1)CCC2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQUMXNKZTCNZHH,O=C(c1cccnc1)N1CCC(c2nnc(-c3ccco3)o2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQVAIJCLLGCBBN,O=C(NCCCN1CCC(c2ccccc2)C1)NC1CCCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQXQGZPYHWWCEB,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-HOLD;EXPOSED_POPULATION:WUR-POS-IDENTITY
BQYFIPZSFFELOY,c1cnc(N2CCCCC2)nc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQYIXOPJPLGCRZ,O=C(NN=Cc1ccncc1)c1ccncc1,False,DECODED_SAME_PLATE_ION_0p01
BQYJATMQXGBDHF,c1ccc(Oc2ccc(C3(Cn4cncn4)OCCO3)cc2)cc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY;HEADER_READ_WELL_STUDY1;MSNLIB_ANCHOR_CENSUS_DESIGN;MSNLIB_ANCHOR_CENSUS_DETECTED;MSNLIB_ANCHOR_GATE_CALIBRATION
BQZLSAVUOZKFFZ,S=C1NC=CC(c2ccccc2)N1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BQZUFJRGUHBRHU,c1cn(CCN2CCNCC2)nn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRAMBNBRICQNEC,O=C(NC1(c2ccccc2)CCOCC1)c1cnc[nH]1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRAOSRHJHLYRIY,O=C(Nc1cccs1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
BRARRAHGNDUELT,c1ccncc1,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1
BRAYFQBTHPPVDA,O=C1CC(N2CCc3ccccc32)C(=O)N1c1ccccc1,False,HEADER_READ_WELL_STUDY1
BRBFEAYMCMDULD,O=c1c2ccccc2oc2cc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)ccc12,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
BRBKIHBHJXGOOP,O=C(C1CCCC1)N1CCOCC1c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRBKOPJOKNSWSG,c1ccccc1,False,HEADER_READ_WELL_STUDY1
BRBRVKOYZAMSBL,C=C1C(=O)OC2CCC3OC3C(=O)CCCC12,False,HEADER_READ_WELL_STUDY1
BRBRXNGJZMGEHY,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRCLGPIAASQKSD,O=C(C1=NNc2ccccc2S1(=O)=O)N1CCCCCC1,False,HEADER_READ_WELL_STUDY1
BRDGIZHFEVYPSZ,O=S1(=O)N=C(N2CCCNCC2)C=C1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BREIHJOTUJFPML,O=C(c1ccccc1)N1CCC(Nc2ncnn3cccc23)CC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BRELKNNWUMEGDN,O=C1C=C2C=COC=C2CC1,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
BRGIRQKGONPRHR,O=S(=O)(NC1CCc2ccccc21)c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BRHHHHYSNKYLBQ,O=C(Cn1nc(N2CCCCC2)c2ccccc2c1=O)Nc1ccccc1,False,HEADER_READ_WELL_STUDY1
BRHOSTJKUCXEGM,O=c1[nH]c(=O)c2ccccc2[nH]1,True,SCAFFOLD_GROUP_EXCLUDED
BRIAIGBHOFNTCS,O=C(CCc1ncno1)Nc1ccccc1,False,HEADER_READ_WELL_STUDY1
BRIOVNZRUNCVKT,O=C(CCc1ccccc1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BRIVWQJCHBUVLE,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505
BRJJOGVEWQKOJE,S=C1NC=CC(c2ccccc2)N1,True,SCAFFOLD_GROUP_EXCLUDED
BRJQWYCYACSFKM,O=C(CCc1ccccc1)c1ccco1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRKFFAUSDDADTM,O=C(c1ncn(-c2ccccc2)n1)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRKFTWHPLMMNHF,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505
BRKHXPXVJOCGPM,O=C(NC1CCCC1)c1nnn(-c2ccccc2)c1CSc1ncccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRKOXPOUZMNVMY,O=C(NC1CCN(c2cnccn2)C1)c1ccn[nH]1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BRLOMZGHAMVPBM,O=C(c1ccccc1)N1CCC=N1,True,SCAFFOLD_GROUP_EXCLUDED
BRMLGFHUJIEPJR,C1=CC(c2ccccc2)N=CN1,True,SCAFFOLD_GROUP_EXCLUDED
BRMNMGRFCCRFNA,c1ccc2c(c1)ccc1ccccc12,True,SCAFFOLD_GROUP_EXCLUDED
BRNGNWNTSGSKFQ,O=C(NCc1ncccn1)Nc1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BRNYPGKRVAGRFN,O=C(CSc1ccnc2c(-c3ccccc3)cnn12)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BROSZMJOGNUDAM,O=C(COc1ccc2oc3c(c2c1)CCCC3)Nc1ccccn1,False,HEADER_READ_WELL_STUDY1
BRPLOVMHAFXVOQ,,False,EXPOSED_POPULATION:WUR-NEG-DEV
BRPNAENZLZHNTO,O=C(NCC1(c2ccccc2)CCOCC1)c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRPRXAASTIAXEN,c1cnc(Oc2cccc(CNCC3CCCN3)c2)nc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRPSWMCDEYMRPE,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505
BRQITPOUAGTGKT,c1ccc(COc2ccccc2CNc2ncn[nH]2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRQRUJYFDLDXIG,N=C1CCN(Cc2ccccc2)CC1,True,SCAFFOLD_GROUP_EXCLUDED
BRQVONMNQFYHGY,O=C(NC1CC1)c1sccc1S(=O)(=O)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRSNNJIJEZWSBU,c1ccc(CSc2ncnc3c2ncn3C2CCCO2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BRUOTCOTKCLLCH,O=C(NCc1ccccc1)c1ccncn1,True,SCAFFOLD_GROUP_EXCLUDED
BRVBACYZMACJFP,O=C(c1ccccc1)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BRXNFHGWRDJMSF,O=C(C=Cc1ccccc1)OC1COC(OC2C3C=COC(OC4CCCCO4)C3C3OC23)CC1OC(=O)C=Cc1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BRYHCYFACGEMJM,c1ccc(N2CCCC2c2cccnc2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRYONYBZEIFKMN,O=C(Nc1ccccc1)N1CCCCC1c1ccn[nH]1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRZANEXCSZCZCI,O=C(Nc1c[nH]n(-c2ccccc2)c1=O)c1cccnc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BRZGXSNAXRPPFI,O=C1CCC(N2Cc3c(NC(=O)COCCOCCOCCOCCOc4ccc5c(Nc6ccc7scnc7c6)ccnc5c4)cccc3C2=O)C(=O)N1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSAHUWOETFOJMH,c1cncc(N2CCCC(COc3ccncc3)C2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSAIARBJYWMDGX,O=c1cccc(-c2ccncc2)[nH]1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSAJXWQWNMPXAX,O=C(NCC(c1ccccc1)N1CCNCC1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BSAYHBZFNXDOIJ,O=C1c2c(CCCOc3ccccc3)c3cccc(-c4cn[nH]c4)c3n2CCN1c1c[nH]c2ccccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSBYQVDDRZCGON,O=C(NC1CCCC1)C1CCN(S(=O)(=O)c2cc(C(=O)N3CCCC3)cs2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSDJCHNAUGZKFS,c1ccccc1,False,HEADER_READ_WELL_STUDY1
BSDVKBWLRCKPFB,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-RAW-MIX-REPLICATE-SET-92
BSEDHFAJENKHDJ,O=C(NC1CCCCC1)c1ccccc1NS(=O)(=O)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSEVLVCWJOGTCN,O=C(c1ccoc1)N1CCN(C2CCS(=O)(=O)CC2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSFKTQHYHJTNRZ,c1cncc(N2CCC(COc3cccnn3)C2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSFODZRINGCUSL,c1ccc2[nH]ccc2c1,False,HEADER_READ_WELL_STUDY1
BSGBVUOHKNZIES,C=C1C(=O)OC2CCC34CC(C=C3CC12)C1(C4)C(=O)OC2CC=CCC21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSGLADLDJGGVCM,O=C(CCN1CCCCC1)Nc1ccc(C2CCCC2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSGWLIVBWDCBEI,c1ccc(-n2nccc2-n2cccc2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BSHDUMDXSRLRBI,c1ccc(C2NCCS2)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSHLMOUGIKQCPL,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)n1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSHOUTZDBGSAHM,O=C(NC1CC1)C1CN(Cc2nnco2)CCO1,False,HEADER_READ_WELL_STUDY1
BSHSAMAHIJAWKO,O=c1c(Sc2ccccc2)ccnn1-c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSHWLCACYCVCJE,O=C(CCN1CCN(CCc2ccccc2)CC1)c1ccccc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSISGUIVBKDTQO,O=C(NC(CNC1CCCCC1)Cc1ccccc1)c1cccc(-c2ccc(CNCc3ccccc3)o2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSJHHXCWBOFVQX,c1ccc(CNc2ccncn2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSJMNPCTTHNYHQ,O=c1cc(N2CC(Cn3cccn3)C2)nc2ccccn12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSJMWHQBCZFXBR,O=C1C(=O)c2ccccc2C=C1C1CCC(c2ccccc2)CC1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSKANAGJGXTMLP,c1ccccc1,False,HEADER_READ_WELL_STUDY1
BSKBTJQMAFFDQD,O=C(Cn1ccc(-c2ccccc2)nc1=O)NCC1CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSKUHEQMYKFAQT,c1ccc(N=c2[nH]c(-c3ccccc3)cs2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BSLDUMMCFUUGHA,C1=CC2CCCC2C(OC2CCCCO2)O1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSLSGEHQPQYJIS,O=C(NC1Cc2ccccc2C1)c1ccccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSMBFYRQYNLMNY,O=C1Nc2ncccc2Oc2ccc(S(=O)(=O)Nc3ccccc3)cc21,True,SCAFFOLD_GROUP_EXCLUDED
BSMCAPRUBJMWDF,O=C(c1ccccc1Nc1ccccc1)N1CC(C2CCCCN2)C1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSMXWXBEJYOUAH,c1ccncc1,False,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BSNKBAPMWCMENP,c1ccc(Cc2cnn(-c3ncc(C4CC4)cn3)c2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BSOBGTYXYGHUTD,c1cncc(C2Nc3ccccc3-n3cccc32)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSOYYPQSLIKUIW,O=C1NC(=O)N2CCN(Cc3ncns3)CC12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSQBDYLGLXWXFR,C(=Nc1ccccc1)c1ccc(OCc2ccccc2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSQUOWFHDTWVDY,O=S(=O)(NC1CCNCC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSSIFJHEGYUPRJ,c1ccc(CCOC2OCCCC2OC2CCCCO2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BSSIRFLGSWHWDE,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
BSUABDDMTRMZMW,O=C1OCc2ccccc2N1S(=O)(=O)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSUNYCAAALCBNU,C=C1C(CC(=O)OCCc2ccccc2)C=COC1OC1CCCCO1,True,SCAFFOLD_GROUP_EXCLUDED
BSVQSQQWRISBPN,O=S(=O)(NCC1CC1)c1cncs1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSVYIANHFPDDFB,O=C(NC1CCOCC1)N1CCNCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSXAHDOWMOSVAP,c1ccc(CSc2nc3ccccc3[nH]2)nc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSXCHPRMOOSCRM,O=c1cccco1,True,SCAFFOLD_GROUP_EXCLUDED
BSXKXQLOIVRECZ,c1ccc(C(Cc2ncc[nH]2)c2ccc3c(c2)OCO3)cc1,False,HEADER_READ_WELL_STUDY1
BSXQHKOBFTYRJX,c1ccccc1,False,HEADER_READ_WELL_STUDY1
BSYGSSMAXOMCQE,O=c1[nH]cc2c3c(c[nH]c13)CN(c1ccccn1)c1ccccc1-2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BSYNRYMUTXBXSQ,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1
BSYZMGYKBZJDMF,c1ccc2sccc2c1,True,SCAFFOLD_GROUP_EXCLUDED
BSZQSLWNMVTKJT,c1ccc(-c2ccnc3c(-c4ccccc4)[nH+]ccc23)cc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
BTBHLEZXCOBLCY,C1=CC(c2ccccc2)c2cnccc2N1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BTCFFMPDIBWZLF,O=C(Nc1ccccn1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BTCICADMSGBCKA,O=C1c2ccccc2OC(c2ccccc2)C1C1C(=O)c2ccccc2OC1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BTCMVQGGQYRDGT,O=c1[nH]nc(SCc2ccco2)n2nc(-c3ccco3)cc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BTCQTGOYLIGBLU,O=S(=O)(c1cnc(-c2ccccc2)s1)N1CCCC(N2CCCC2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
